Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,00000212,false,Rx,0,8,00,00,00,00,00,00,B4,12,
0,00000234,false,Rx,0,8,E0,84,01,5F,00,0E,03,63,
0,00000104,false,Rx,0,8,FF,FF,00,2C,00,00,10,A3,
0,000000F4,false,Rx,0,8,80,00,01,44,42,00,21,E2,
0,000000F5,false,Rx,0,8,01,70,40,00,10,00,20,3B,
0,000000F6,false,Rx,0,8,1C,F8,03,08,00,05,20,0A,
0,000000F7,false,Rx,0,8,42,12,00,05,80,00,25,0B,
0,00000164,false,Rx,0,8,10,00,1C,FC,03,03,11,0B,
0,00000166,false,Rx,0,8,00,00,01,32,BE,7F,10,8C,
0,00000240,false,Rx,0,8,00,00,00,00,00,00,0F,FF,
0,00000284,false,Rx,0,8,4D,28,28,00,00,00,00,00,
0,00000242,false,Rx,0,8,DD,00,00,00,00,00,00,00,
0,0000015A,false,Rx,0,4,80,00,0D,B0,00,00,00,00,
0,00000280,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,00000282,false,Rx,0,8,00,00,00,05,00,00,00,01,
0,00000107,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,000002A4,false,Rx,0,8,00,0A,00,00,EE,0A,00,00,
0,00000095,false,Rx,0,8,3A,A4,0A,7C,09,0E,A0,7E,
0,000002A5,false,Rx,0,6,00,09,01,40,00,00,00,00,
0,000000E0,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,000002D0,false,Rx,0,8,FF,66,43,56,C4,AF,00,00,
0,00000150,false,Rx,0,8,00,00,00,40,00,2A,A5,E1,
0,000002D2,false,Rx,0,8,FF,FF,FF,FF,FF,FF,00,00,
0,000001D0,false,Rx,0,8,43,10,F0,E8,10,00,D0,23,
0,00000300,false,Rx,0,6,00,00,50,02,B0,9C,00,00,
0,00000220,false,Rx,0,8,0F,FD,10,00,0F,FC,00,00,
0,00000301,false,Rx,0,8,00,00,00,00,00,00,30,40,
0,00000320,false,Rx,0,8,5E,9A,C0,3E,FE,1E,01,A0,
0,00000321,false,Rx,0,8,6A,CF,C0,03,1B,01,7F,00,
0,00000322,false,Rx,0,8,00,00,01,EE,01,00,00,00,
0,00000323,false,Rx,0,8,00,00,5E,00,00,00,00,00,
0,000003E0,false,Rx,0,8,02,39,37,35,00,00,00,00,
0,000003E7,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,000000B4,false,Rx,0,7,00,01,00,00,00,61,15,00,
0,000000F0,false,Rx,0,8,00,02,10,00,80,00,61,21,
0,000000F2,false,Rx,0,8,00,00,02,00,00,00,60,4A,
0,00000108,false,Rx,0,8,38,36,A0,3D,09,00,60,6E,
0,00000175,false,Rx,0,8,00,00,00,2E,00,00,60,21,
0,000001D7,false,Rx,0,8,00,00,00,00,00,00,60,9E,
0,000003EE,false,Rx,0,8,00,00,28,44,44,00,00,40,
0,000000F4,false,Rx,0,8,80,00,01,44,41,00,31,A3,
0,000000F5,false,Rx,0,8,01,70,40,00,10,00,30,F6,
0,000000F6,false,Rx,0,8,1C,F8,03,08,00,05,30,C7,
0,000000F7,false,Rx,0,8,42,12,00,05,80,00,35,C6,
0,0000015A,false,Rx,0,4,80,00,0E,97,00,00,00,00,
0,00000107,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,00000095,false,Rx,0,8,3A,A3,0A,7C,09,0E,B0,7C,
0,00000150,false,Rx,0,8,00,00,00,40,00,2A,B5,2C,
0,00000106,false,Rx,0,8,00,4E,20,00,00,00,00,00,
0,000000B4,false,Rx,0,7,00,01,00,00,00,71,D8,00,
0,000000F0,false,Rx,0,8,00,02,10,00,80,00,71,EC,
0,000000F2,false,Rx,0,8,00,00,02,00,00,00,70,87,
0,00000108,false,Rx,0,8,38,36,A0,3D,09,00,70,A3,
0,00000160,false,Rx,0,8,00,0C,D0,44,23,2F,C0,D2,
0,00000175,false,Rx,0,8,00,00,00,2E,00,00,70,EC,
0,00000177,false,Rx,0,8,00,00,00,00,27,10,C0,31,
0,000001D7,false,Rx,0,8,00,00,00,00,00,00,70,53,
0,000001D8,false,Rx,0,8,00,00,00,00,21,70,C4,DF,
0,00000210,false,Rx,0,5,01,00,00,70,9D,00,00,00,
0,00000212,false,Rx,0,8,00,00,00,00,00,00,C4,4B,
0,00000300,false,Rx,0,6,00,00,50,02,C0,C5,00,00,
0,00000104,false,Rx,0,8,FF,FF,00,2C,00,00,20,E9,
0,000000F4,false,Rx,0,8,80,00,01,44,41,00,41,FA,
0,000000F5,false,Rx,0,8,01,70,40,00,10,00,40,AF,
0,000000F6,false,Rx,0,8,1C,F8,03,08,00,08,40,A5,
0,000000F7,false,Rx,0,8,42,12,00,05,80,00,45,9F,
0,00000164,false,Rx,0,8,10,00,1C,FB,03,04,21,4C,
0,00000166,false,Rx,0,8,00,00,02,32,BE,7F,20,78,
0,0000015A,false,Rx,0,4,80,00,0F,8A,00,00,00,00,
0,00000107,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,00000095,false,Rx,0,8,3A,A3,0A,7C,09,0E,C0,25,
0,000000E0,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,00000150,false,Rx,0,8,00,00,00,40,00,2A,C5,75,
0,000001D0,false,Rx,0,8,43,10,F0,E8,10,00,E0,69,
0,00000220,false,Rx,0,8,0F,FD,10,00,0F,FC,00,00,
0,000000B4,false,Rx,0,7,00,01,00,00,00,81,A7,00,
0,000000F0,false,Rx,0,8,00,02,10,00,80,00,81,93,
0,000000F2,false,Rx,0,8,00,00,02,00,00,00,80,F8,
0,00000108,false,Rx,0,8,38,36,A0,3D,09,00,80,DC,
0,00000175,false,Rx,0,8,00,00,00,2E,00,00,80,93,
0,000001D7,false,Rx,0,8,00,00,00,00,00,00,80,2C,
0,000000F4,false,Rx,0,8,80,00,01,44,42,00,51,BB,
0,000000F5,false,Rx,0,8,01,70,40,00,10,00,50,62,
0,000000F6,false,Rx,0,8,1C,F8,03,08,00,08,50,68,
0,000000F7,false,Rx,0,8,42,12,00,05,80,00,55,52,
0,00000107,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,0000015A,false,Rx,0,4,80,00,00,31,00,00,00,00,
