ParserFlags	Ch	Counter	T/R	Time	Flags	CAN ID	Len	Data	Parser Name	default
1	0	1	RX	48659509		0x00000120	4	0x08 dc 00 dd 	Default Parser	
1	0	1	RX	48659511		0x000001db	8	0xee c0 c3 ea 00 f7 61 9b 	Default Parser	
1	0	1	RX	48659511		0x000001dc	8	0xb4 04 7f fd 01 2c cd f0 	Default Parser	
1	0	1	RX	48659511		0x000001ed	3	0xff e1 ed 	Default Parser	
1	0	1	RX	48659511		0x0000055b	8	0xe9 c0 00 00 e1 40 12 14 	Default Parser	
1	0	1	RX	48659512		0x000001d4	8	0x88 1c 16 20 47 44 81 9e 	Default Parser	
1	0	1	RX	48659512		0x000005bc	8	0xa5 c0 f0 64 b7 01 80 6f 	Default Parser	
1	0	1	RX	48659512		0x000001f2	8	0x10 64 00 7c 00 1e 01 88 	Default Parser	
1	0	1	RX	48659512		0x000005ec	1	0x00 	Default Parser	
1	0	1	RX	48659513		0x000001cb	7	0x00 00 00 00 60 01 94 	Default Parser	
1	0	1	RX	48659514		0x000001c2	1	0x5d 	Default Parser	
1	0	1	RX	48659514		0x00000108	3	0x00 06 14 	Default Parser	
1	0	1	RX	48659516		0x0000011a	8	0x4e 40 04 aa 80 00 03 70 	Default Parser	
1	0	1	RX	48659519		0x000001da	8	0xc3 32 18 b9 14 9f 09 b8 	Default Parser	
1	0	2	RX	48659519		0x00000120	4	0x08 f0 01 24 	Default Parser	
1	0	1	RX	48659519		0x0000055a	8	0x00 53 49 42 64 00 5b 08 	Default Parser	
1	0	1	RX	48659520		0x00000284	8	0x1e 52 1e 50 0e a9 a4 bf 	Default Parser	
1	0	2	RX	48659521		0x000001db	8	0xee a0 c3 ea 00 f7 52 c2 	Default Parser	
1	0	2	RX	48659521		0x000001dc	8	0xb4 04 7f fd 05 18 ca 9e 	Default Parser	
1	0	2	RX	48659521		0x000001ed	3	0xff e2 e7 	Default Parser	
1	0	2	RX	48659522		0x000001f2	8	0x10 64 00 7c 00 1e 02 89 	Default Parser	
1	0	2	RX	48659522		0x000001d4	8	0x88 1c 15 d0 87 44 81 43 	Default Parser	
1	0	2	RX	48659524		0x000001cb	7	0x00 00 00 00 60 02 9e 	Default Parser	
1	0	2	RX	48659524		0x000001c2	1	0x5e 	Default Parser	
1	0	2	RX	48659524		0x00000108	3	0x00 07 91 	Default Parser	
1	0	2	RX	48659526		0x0000011a	8	0x4e 40 04 aa c0 00 00 bd 	Default Parser	
1	0	2	RX	48659529		0x000001da	8	0xc3 32 18 b6 14 a7 0a 89 	Default Parser	
1	0	3	RX	48659529		0x00000120	4	0x08 f0 02 2e 	Default Parser	
1	0	3	RX	48659531		0x000001db	8	0xee 60 c3 aa 00 f7 33 7f 	Default Parser	
1	0	3	RX	48659531		0x000001dc	8	0xb4 04 7f fd 08 c0 c3 bb 	Default Parser	
1	0	3	RX	48659531		0x000001ed	3	0xff e3 62 	Default Parser	
1	0	3	RX	48659532		0x000001f2	8	0x10 64 00 7c 00 1e 03 8a 	Default Parser	
1	0	3	RX	48659532		0x000001d4	8	0x88 1c 15 90 c7 44 81 1a 	Default Parser	
1	0	3	RX	48659533		0x000001cb	7	0x00 00 00 00 60 03 1b 	Default Parser	
1	0	3	RX	48659534		0x000001c2	1	0x5f 	Default Parser	
1	0	3	RX	48659534		0x00000108	3	0x00 08 b3 	Default Parser	
1	0	3	RX	48659536		0x0000011a	8	0x4e 40 04 55 00 00 01 ab 	Default Parser	
1	0	3	RX	48659539		0x000001da	8	0xc3 72 18 b8 14 a1 0b 12 	Default Parser	
1	0	4	RX	48659539		0x00000120	4	0x09 14 03 2d 	Default Parser	
1	0	2	RX	48659540		0x00000284	8	0x1e 62 1e 46 0e aa a5 c7 	Default Parser	
1	0	4	RX	48659541		0x000001db	8	0xee 60 c3 aa 00 f7 30 75 	Default Parser	
1	0	4	RX	48659541		0x000001dc	8	0xb4 04 7f fd 0c c0 e0 14 	Default Parser	
1	0	4	RX	48659541		0x000001ed	3	0xff e0 68 	Default Parser	
1	0	4	RX	48659542		0x000001f2	8	0x10 64 00 7c 00 1e 00 87 	Default Parser	
1	0	4	RX	48659542		0x000001d4	8	0x88 1c 15 70 07 44 81 be 	Default Parser	
1	0	1	RX	48659542		0x0000054a	8	0x10 80 70 02 00 00 00 3b 	Default Parser	
1	0	1	RX	48659542		0x00000481	2	0x00 00 	Default Parser	
1	0	1	RX	48659543		0x0000054b	8	0x11 08 80 0a 04 00 00 00 	Default Parser	
1	0	1	RX	48659543		0x0000054c	8	0xa2 91 00 00 00 00 76 00 	Default Parser	
1	0	1	RX	48659543		0x00000355	8	0x0f 0a 0f fe 10 00 40 00 	Default Parser	
1	0	1	RX	48659543		0x0000054f	8	0x86 00 00 00 04 80 8d 5c 	Default Parser	
