Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6462366,000000DB,false,Rx,0,8,00,51,00,00,01,A6,00,00,
6462612,000000DD,false,Rx,0,8,00,0A,00,0A,FE,0B,03,E6,
6462839,00000135,false,Rx,0,8,F0,19,00,00,00,00,00,00,
6463156,0000015B,false,Rx,0,8,00,08,00,01,00,6C,00,96,
6463324,00000191,false,Rx,0,8,00,AB,01,13,00,00,00,00,
6463570,00000072,false,Rx,0,8,00,00,00,00,05,9D,01,A5,
6463809,000000E8,false,Rx,0,8,00,00,03,A4,00,14,00,00,
6464055,0000012E,false,Rx,0,8,00,00,01,FE,01,FE,00,00,
6464292,0000013B,false,Rx,0,8,00,00,00,00,22,6A,1C,F3,
6464532,00000154,false,Rx,0,8,00,00,00,00,80,6E,6E,70,
6464790,000001A1,false,Rx,0,8,69,05,26,00,02,82,02,00,
6465036,00000206,false,Rx,0,8,00,00,00,00,00,00,01,A6,
6465280,00000013,false,Rx,0,8,B8,0F,00,00,C0,00,00,00,
6465518,000000AA,false,Rx,0,8,A3,08,00,FA,3F,FE,3F,FF,
6465741,000000A2,false,Rx,0,8,1B,01,00,00,00,00,24,09,
6465987,00000044,false,Rx,0,8,19,32,0A,82,FF,4F,00,00,
6466238,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
6466490,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
6466724,00000092,false,Rx,0,8,CB,0A,00,06,10,00,28,00,
6466970,000000A4,false,Rx,0,8,00,00,00,00,27,FE,10,00,
6467215,000000A8,false,Rx,0,8,B7,0A,00,07,00,00,00,00,
6467466,00000217,false,Rx,0,8,00,00,00,02,00,02,00,03,
6467726,00000230,false,Rx,0,8,00,0F,00,00,01,00,01,02,
6467965,000002DD,false,Rx,0,8,A9,09,FF,40,0F,FC,00,00,
6469209,00000183,false,Rx,0,8,0A,0A,00,5A,40,00,00,8C,
6469836,000001B1,false,Rx,0,8,00,00,10,00,00,00,00,00,
6470168,00000041,false,Rx,0,8,CC,0F,00,00,00,00,00,00,
6470336,0000000D,false,Rx,0,8,FB,06,03,E8,03,E8,00,00,
6470588,000001B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
6471697,000000A3,false,Rx,0,8,C6,02,00,00,00,00,00,00,
6471948,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
6475168,00000013,false,Rx,0,8,D0,00,00,00,C0,00,00,00,
6475342,00000036,false,Rx,0,8,A4,3C,00,00,00,00,00,00,
6475582,00000050,false,Rx,0,8,9D,0C,09,80,00,80,B4,50,
6475822,00000084,false,Rx,0,8,7F,5A,39,00,00,00,00,00,
6476062,00000011,false,Rx,0,8,DF,ED,0C,00,00,00,00,00,
6476298,00000044,false,Rx,0,8,AA,33,0A,E7,FF,4F,00,00,
6476550,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
6476802,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
6477036,00000088,false,Rx,0,8,58,09,01,C1,C5,66,C8,98,
6477274,0000008A,false,Rx,0,8,00,00,03,96,02,39,00,00,
6477510,0000008C,false,Rx,0,8,24,09,01,51,3C,5D,90,49,
6477743,0000008E,false,Rx,0,8,00,00,03,FF,00,00,00,45,
6477987,00000090,false,Rx,0,8,00,00,01,A2,00,00,00,00,
6478227,00000098,false,Rx,0,8,C4,49,00,00,07,E8,03,E8,
6478472,000000A2,false,Rx,0,8,3C,02,00,00,00,00,24,09,
6478714,000000AA,false,Rx,0,8,FE,09,00,FA,3F,FE,3F,FF,
6478947,000000C8,false,Rx,0,8,4D,09,00,06,00,06,7F,FD,
6479173,000000CA,false,Rx,0,8,99,01,A2,25,A2,80,00,24,
