Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
11587248,0000008E,false,Rx,0,8,00,01,03,FF,00,00,00,7C,
11587269,00000090,false,Rx,0,8,00,00,01,A2,00,00,00,00,
11587509,00000098,false,Rx,0,8,E9,4D,00,00,07,E8,03,E8,
11588001,00000013,false,Rx,0,8,65,F4,00,00,00,00,00,00,
11588017,00000036,false,Rx,0,8,FE,34,00,00,00,00,00,00,
11588252,00000050,false,Rx,0,8,AE,02,19,80,00,80,B4,50,
11588491,00000011,false,Rx,0,8,5D,E0,0C,C7,00,00,00,00,
11588731,00000084,false,Rx,0,8,82,5B,79,00,00,00,00,00,
11588977,00000096,false,Rx,0,8,8D,1C,01,A0,00,00,00,00,
11589198,000000AA,false,Rx,0,8,71,00,00,FA,3F,FE,3F,FF,
11589648,000000C8,false,Rx,0,8,40,0D,00,00,00,00,7F,FD,
11589667,00000044,false,Rx,0,8,E6,38,08,76,FF,46,00,00,
11590185,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11590197,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11590870,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11590886,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11590946,000000A2,false,Rx,0,8,F3,09,00,00,00,00,24,09,
11591165,000000CA,false,Rx,0,8,3D,01,A1,35,A1,80,00,26,
11591383,000000DB,false,Rx,0,8,00,55,00,00,01,A6,00,00,
11591915,000000DD,false,Rx,0,8,00,0A,00,0A,FE,0B,03,E6,
11591931,000000EF,false,Rx,0,8,00,00,0E,51,F3,00,00,00,
11592126,000000FB,false,Rx,0,8,00,06,00,00,00,00,00,00,
11592371,00000135,false,Rx,0,8,A3,1E,00,00,00,00,00,00,
11592626,0000013D,false,Rx,0,8,00,00,00,00,00,00,00,00,
11592872,0000000D,false,Rx,0,8,53,0B,03,E8,03,E8,00,00,
11593108,00000041,false,Rx,0,8,54,03,01,50,00,00,00,00,
11593365,00000067,false,Rx,0,8,7E,31,00,00,00,00,00,00,
11593590,0000013F,false,Rx,0,8,00,00,00,00,00,00,00,00,
11593861,0000015B,false,Rx,0,8,00,08,00,01,00,6C,00,96,
11594090,00000143,false,Rx,0,8,65,0C,01,A1,43,40,01,A6,
11594329,00000191,false,Rx,0,8,00,AD,01,17,00,00,00,00,
11594580,00000206,false,Rx,0,8,00,00,00,00,00,00,01,A6,
11594819,000002DD,false,Rx,0,8,20,0F,FF,40,0F,FC,00,00,
11595060,000007E4,false,Rx,0,8,03,22,4E,76,00,00,00,00,
11595841,000000A3,false,Rx,0,8,2E,0A,00,00,00,00,00,00,
11595863,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11597777,00000013,false,Rx,0,8,F8,F5,00,00,00,00,00,00,
11597793,000000AA,false,Rx,0,8,2C,01,00,FA,3F,FE,3F,FF,
11598031,000002DD,false,Rx,0,8,E5,00,FF,40,0F,FC,00,00,
11599672,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11599693,00000044,false,Rx,0,8,DD,39,08,D9,FF,45,00,00,
11600281,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11600297,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11600446,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11600702,00000072,false,Rx,0,8,00,00,00,00,05,9D,01,A4,
11600955,00000092,false,Rx,0,8,03,05,00,00,10,00,28,00,
11601172,000000A2,false,Rx,0,8,D4,0A,00,00,00,00,24,09,
11601657,000000A4,false,Rx,0,8,00,00,00,00,27,FE,10,00,
11601673,000000A8,false,Rx,0,8,62,05,00,00,00,00,00,00,
11602224,00000154,false,Rx,0,8,00,00,00,00,80,4E,4E,6F,
11602240,000007EC,false,Rx,0,8,03,7F,22,31,00,00,00,00,
11602572,00000041,false,Rx,0,8,DE,04,01,50,00,00,00,00,
11602825,0000000D,false,Rx,0,8,58,0C,03,E8,03,E8,00,00,
11604675,00000183,false,Rx,0,8,0A,0A,00,5A,40,00,00,8C,
11605577,000000A3,false,Rx,0,8,33,0B,00,00,00,00,00,00,
11605805,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11606067,000000D9,false,Rx,0,8,00,00,09,A6,01,01,00,00,
11606301,00000088,false,Rx,0,8,9F,0F,01,C1,C5,66,C6,D0,
11606546,0000008A,false,Rx,0,8,00,00,03,96,02,93,00,00,
11606767,0000008C,false,Rx,0,8,72,0F,01,51,3A,82,8C,12,
11607007,0000008E,false,Rx,0,8,00,01,03,FF,00,00,00,7C,
11607276,00000090,false,Rx,0,8,00,00,01,A2,00,00,00,00,
11607515,00000096,false,Rx,0,8,02,1D,01,A0,00,00,00,00,
11607749,00000013,false,Rx,0,8,42,F6,00,00,00,00,00,00,
11607990,00000036,false,Rx,0,8,B2,35,00,00,00,00,00,00,
11608216,00000050,false,Rx,0,8,C4,03,19,80,00,80,B4,50,
11608475,00000084,false,Rx,0,8,76,5C,79,00,00,00,00,00,
11608714,00000098,false,Rx,0,8,71,4F,00,00,07,E8,03,E8,
11608967,000000AA,false,Rx,0,8,CB,02,00,FA,3F,FE,3F,FF,
11609200,000000C8,false,Rx,0,8,FA,0F,00,00,00,00,7F,FD,
11609415,000000CA,false,Rx,0,8,CB,01,A1,3D,A1,80,00,2B,
11609668,00000044,false,Rx,0,8,68,3A,09,3D,FF,45,00,00,
11609967,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11610170,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11610422,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11610668,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11610967,000000A2,false,Rx,0,8,C9,0B,00,00,00,00,24,09,
11611147,000000DB,false,Rx,0,8,00,56,00,00,01,A6,00,00,
11611392,000000EA,false,Rx,0,8,5B,5F,00,00,00,00,00,00,
11611606,00000143,false,Rx,0,8,EA,0D,01,A1,43,40,01,A6,
11611865,0000015B,false,Rx,0,8,00,08,00,01,00,6C,00,96,
11612103,00000207,false,Rx,0,8,48,00,00,00,00,00,1C,5A,
11612349,000002DD,false,Rx,0,8,A3,01,FF,40,0F,FC,00,00,
11612611,00000041,false,Rx,0,8,51,05,01,50,00,00,00,00,
11612850,0000000D,false,Rx,0,8,32,0D,03,E8,03,E8,00,00,
11613098,00000067,false,Rx,0,8,F2,32,00,00,00,00,00,00,
11614661,00000104,false,Rx,0,8,00,00,00,04,00,00,00,00,
11614947,000007E4,false,Rx,0,8,03,22,4E,75,00,00,00,00,
11615521,00000400,false,Rx,0,8,51,89,1B,49,5C,49,09,49,
11615772,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11616000,000000A3,false,Rx,0,8,60,0C,00,00,00,00,00,00,
11616259,00000110,false,Rx,0,8,00,00,00,01,83,60,02,4A,
11617548,00000013,false,Rx,0,8,DF,F7,00,00,00,00,00,00,
11617789,000000AA,false,Rx,0,8,96,03,00,FA,3F,FE,3F,FF,
11618029,000002DD,false,Rx,0,8,69,02,FF,40,0F,FC,00,00,
11619115,0000013B,false,Rx,0,8,00,00,00,00,22,74,B8,46,
11619343,000001A1,false,Rx,0,8,6A,07,26,00,02,82,02,00,
11619587,00000044,false,Rx,0,8,5C,3B,09,A2,FF,45,00,00,
11619838,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11620091,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11620345,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11620588,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11620827,00000092,false,Rx,0,8,8F,06,00,00,10,00,28,00,
11621058,00000072,false,Rx,0,8,00,00,00,00,05,9D,01,A4,
11621318,000000A2,false,Rx,0,8,9A,0C,00,00,00,00,24,09,
11621570,000000A4,false,Rx,0,8,00,00,00,00,27,FE,10,00,
11621815,000000A8,false,Rx,0,8,EE,06,00,00,00,00,00,00,
11622062,000000E8,false,Rx,0,8,00,00,03,9C,00,14,00,00,
11622301,000007EC,false,Rx,0,8,03,7F,22,31,00,00,00,00,
11622563,00000041,false,Rx,0,8,DD,06,01,50,00,00,00,00,
11622808,0000000D,false,Rx,0,8,8C,0E,03,E8,03,E8,00,00,
11625578,000000A3,false,Rx,0,8,7D,0D,00,00,00,00,00,00,
11625823,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11626068,000000D9,false,Rx,0,8,00,00,09,A6,01,01,00,00,
11626295,00000088,false,Rx,0,8,9E,01,01,C1,C5,66,C6,D0,
11626540,0000008A,false,Rx,0,8,00,00,03,96,02,93,00,00,
11626768,0000008C,false,Rx,0,8,73,01,01,51,3A,82,8C,12,
11627007,0000008E,false,Rx,0,8,00,01,03,FF,00,00,00,7C,
11627265,00000090,false,Rx,0,8,00,00,01,A2,00,00,00,00,
11627511,00000098,false,Rx,0,8,9E,41,00,00,07,E8,03,E8,
11627756,00000013,false,Rx,0,8,B7,F8,00,00,00,00,00,00,
11627997,00000036,false,Rx,0,8,66,36,00,00,00,00,00,00,
11628243,00000050,false,Rx,0,8,CF,04,19,80,00,80,B4,50,
11628481,00000011,false,Rx,0,8,37,E1,0C,C7,00,00,00,00,
11628726,00000084,false,Rx,0,8,EB,5D,79,00,00,00,00,00,
11628967,00000096,false,Rx,0,8,8E,1E,01,A0,00,00,00,00,
11629194,000000AA,false,Rx,0,8,18,04,00,FA,3F,FE,3F,FF,
11629452,000000C8,false,Rx,0,8,FB,01,00,00,00,00,7F,FD,
11629703,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11629967,00000044,false,Rx,0,8,B0,3C,0A,05,FF,46,00,00,
11630195,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11630446,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11630691,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11630967,000000A2,false,Rx,0,8,87,0D,00,00,00,00,24,09,
11631165,000000CA,false,Rx,0,8,DD,01,A1,05,A1,80,00,2D,
11631391,000000DB,false,Rx,0,8,00,57,00,00,01,A6,00,00,
11631644,000000DD,false,Rx,0,8,00,0A,00,0A,FE,0B,03,E6,
11631884,000000EC,false,Rx,0,8,00,00,01,57,01,E3,91,91,
11632127,00000109,false,Rx,0,8,00,00,00,00,00,18,00,02,
11632378,000000F7,false,Rx,0,8,01,A6,00,00,00,00,00,00,
11632617,0000015B,false,Rx,0,8,00,08,00,01,00,6C,00,96,
11632863,0000000D,false,Rx,0,8,E6,0F,03,E8,03,E8,00,00,
11633104,00000041,false,Rx,0,8,52,07,01,50,00,00,00,00,
11633350,00000067,false,Rx,0,8,7D,33,00,00,00,00,00,00,
11633587,000000FB,false,Rx,0,8,00,07,00,00,00,00,00,00,
11633840,0000019A,false,Rx,0,8,46,08,01,A1,00,01,00,00,
11634068,00000143,false,Rx,0,8,66,0E,01,A1,43,40,01,A6,
11634319,000002DD,false,Rx,0,8,2F,03,FF,40,0F,FC,00,00,
11634563,00000147,false,Rx,0,8,00,00,00,00,00,00,01,A6,
11634807,000002F2,false,Rx,0,8,03,06,01,1D,3A,00,00,00,
11635045,000007E4,false,Rx,0,8,03,22,4E,55,00,00,00,00,
11635611,000000A3,false,Rx,0,8,5A,0E,00,00,00,00,00,00,
11635841,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11637547,00000013,false,Rx,0,8,2A,F9,00,00,00,00,00,00,
11637788,000000AA,false,Rx,0,8,45,05,00,FA,3F,FE,3F,FF,
11638019,000001B1,false,Rx,0,8,00,00,10,00,00,00,00,00,
11638278,000002DD,false,Rx,0,8,E0,04,FF,40,0F,FC,00,00,
11638724,000001B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
11638979,000001D3,false,Rx,0,8,00,00,00,00,00,00,00,00,
11639468,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11639707,00000044,false,Rx,0,8,80,3D,0A,69,FF,46,00,00,
11639962,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11640199,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11640449,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11640693,00000092,false,Rx,0,8,00,07,00,00,10,00,28,00,
11640967,00000072,false,Rx,0,8,00,00,00,00,05,9D,01,A4,
11641183,000000A2,false,Rx,0,8,A0,0E,00,00,00,00,24,09,
11641435,000000A4,false,Rx,0,8,00,00,00,00,27,FE,10,00,
11641680,000000A8,false,Rx,0,8,61,07,00,00,00,00,00,00,
11641967,00000177,false,Rx,0,8,44,3A,00,00,41,00,3A,6C,
11642159,000001D1,false,Rx,0,8,00,00,7F,7F,7F,7F,FF,C0,
11642413,000001D2,false,Rx,0,8,00,00,00,00,00,00,00,00,
11642651,0000000D,false,Rx,0,8,9A,00,03,E8,03,E8,00,00,
11642967,00000041,false,Rx,0,8,D4,08,01,50,00,00,00,00,
11643148,000001D4,false,Rx,0,8,00,00,00,00,00,00,00,00,
11643394,00000205,false,Rx,0,8,03,07,1B,FF,3F,FF,3F,FE,
11643630,000007EC,false,Rx,0,8,03,7F,22,31,00,00,00,00,
11643963,000002C1,false,Rx,0,8,00,00,28,01,03,E8,50,00,
11645571,000000A3,false,Rx,0,8,47,0F,00,00,00,00,00,00,
11645804,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11646062,000000D9,false,Rx,0,8,00,00,09,A6,01,01,00,00,
11646292,00000088,false,Rx,0,8,24,03,01,C1,C5,66,C6,D0,
11646535,0000008A,false,Rx,0,8,00,00,03,96,02,93,00,00,
11646782,0000008C,false,Rx,0,8,C9,03,01,51,3A,82,8C,12,
11647018,0000008E,false,Rx,0,8,00,01,03,FF,00,00,00,7C,
11647259,00000090,false,Rx,0,8,00,00,01,A2,00,00,00,00,
11647504,00000098,false,Rx,0,8,06,43,00,00,07,E8,03,E8,
11647750,00000013,false,Rx,0,8,90,FA,00,00,00,00,00,00,
11647976,00000036,false,Rx,0,8,2A,37,00,00,00,00,00,00,
11648231,00000050,false,Rx,0,8,A5,05,19,80,00,80,B4,50,
11648470,00000084,false,Rx,0,8,51,5E,79,00,00,00,00,00,
11648715,00000096,false,Rx,0,8,01,1F,01,A0,00,00,00,00,
11648968,000000AA,false,Rx,0,8,A2,06,00,FA,3F,FE,3F,FF,
11649197,000000C8,false,Rx,0,8,12,03,00,00,00,00,7F,FA,
11649430,000000CA,false,Rx,0,8,DE,01,A1,0D,A1,80,00,29,
11649669,00000044,false,Rx,0,8,44,3E,0A,CE,FF,46,00,00,
11649969,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11650152,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11650420,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11650668,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11650968,000000A2,false,Rx,0,8,BD,0F,00,00,00,00,24,09,
11651154,000000DB,false,Rx,0,8,00,58,00,00,01,A6,00,00,
11651394,000000EA,false,Rx,0,8,2C,53,00,00,00,00,00,00,
11651621,00000143,false,Rx,0,8,E9,0F,01,A1,43,40,01,A6,
11651867,0000015B,false,Rx,0,8,00,08,00,01,00,6C,00,96,
11652105,000002DD,false,Rx,0,8,A6,05,FF,40,0F,FC,00,00,
11652611,00000041,false,Rx,0,8,5B,09,01,50,00,00,00,00,
11652856,0000000D,false,Rx,0,8,F0,01,03,E8,03,E8,00,00,
11653086,00000067,false,Rx,0,8,F7,34,00,00,00,00,00,00,
11654704,00000104,false,Rx,0,8,00,00,00,00,00,00,00,00,
11654969,0000029E,false,Rx,0,8,00,00,00,00,00,00,00,00,
11655202,00000115,false,Rx,0,8,00,00,00,00,00,00,01,00,
11655442,00000183,false,Rx,0,8,0A,0A,00,5A,40,00,00,8C,
11655680,000000A3,false,Rx,0,8,FC,00,00,00,00,00,00,00,
11655969,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11656172,000001A3,false,Rx,0,8,00,00,00,78,82,01,00,92,
11656411,000002E2,false,Rx,0,8,01,0A,0A,5A,00,00,00,8C,
11656662,000002E3,false,Rx,0,8,00,00,00,00,00,00,00,00,
11656968,000002E4,false,Rx,0,8,00,00,00,00,00,00,00,00,
11657160,00000316,false,Rx,0,8,00,00,00,00,64,64,64,64,
11657383,00000317,false,Rx,0,8,00,00,00,00,00,5A,8C,88,
11657630,00000013,false,Rx,0,8,0D,FB,00,00,00,00,00,00,
11657872,000000AA,false,Rx,0,8,FF,07,00,FA,3F,FE,3F,FF,
11658117,000002DD,false,Rx,0,8,6C,06,FF,40,0F,FC,00,00,
11658362,0000031A,false,Rx,0,8,00,00,00,00,00,02,62,E8,
11658602,00000348,false,Rx,0,8,00,00,00,00,64,64,64,64,
11658835,00000349,false,Rx,0,8,00,00,00,00,00,5A,8C,88,
11659062,000007E4,false,Rx,0,8,03,22,4E,54,00,00,00,00,
11659315,000001A1,false,Rx,0,8,60,0B,26,00,02,82,02,00,
11659554,00000044,false,Rx,0,8,16,3F,0B,32,FF,45,00,00,
11659811,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11660059,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11660308,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11660553,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11660793,00000092,false,Rx,0,8,86,08,00,00,10,00,28,00,
11661041,000000A2,false,Rx,0,8,06,00,00,00,00,00,24,09,
11661280,000000A4,false,Rx,0,8,00,00,00,00,27,FE,10,00,
11661531,00000072,false,Rx,0,8,00,00,00,00,05,9D,01,A4,
11661782,000000A8,false,Rx,0,8,E7,08,00,00,00,00,00,00,
11662022,000000E8,false,Rx,0,8,00,00,03,9C,00,14,00,00,
11662275,0000025F,false,Rx,0,8,00,00,00,00,00,00,00,00,
11662565,00000041,false,Rx,0,8,D7,0A,01,50,00,00,00,00,
11662810,0000000D,false,Rx,0,8,4E,02,03,E8,03,E8,00,00,
11663817,00000501,false,Rx,0,8,1E,02,41,81,01,00,00,00,
11665550,000000A3,false,Rx,0,8,E1,01,00,00,00,00,00,00,
11665800,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11666041,000000D9,false,Rx,0,8,00,00,09,A6,01,01,00,00,
11666273,00000088,false,Rx,0,8,F7,05,01,C1,C5,66,C6,D0,
11666513,0000008A,false,Rx,0,8,00,00,03,96,02,93,00,00,
11666754,0000008C,false,Rx,0,8,1A,05,01,51,3A,82,8C,12,
11666997,0000008E,false,Rx,0,8,00,01,03,FF,00,00,00,7C,
11667243,00000090,false,Rx,0,8,00,00,01,A2,00,00,00,00,
11667482,00000098,false,Rx,0,8,B3,45,00,00,07,E8,03,E8,
11667734,00000013,false,Rx,0,8,F9,FC,00,00,00,00,00,00,
11667980,00000036,false,Rx,0,8,89,38,00,00,00,00,00,00,
11668219,00000050,false,Rx,0,8,1B,06,19,80,00,80,B4,50,
11668458,00000011,false,Rx,0,8,89,E2,0C,C7,00,00,00,00,
11668698,00000084,false,Rx,0,8,CC,5F,79,00,00,00,00,00,
11668955,00000096,false,Rx,0,8,87,10,01,A0,00,00,00,00,
11669178,000000AA,false,Rx,0,8,A3,08,00,FA,3F,FE,3F,FF,
11669418,000000C8,false,Rx,0,8,92,05,00,00,00,00,7F,FD,
11669658,00000044,false,Rx,0,8,9C,30,0B,96,FF,45,00,00,
11669970,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11670160,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11670406,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11670657,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11670968,000000A2,false,Rx,0,8,1B,01,00,00,00,00,24,09,
11671118,000000CA,false,Rx,0,8,5A,01,A1,15,A1,80,00,28,
11671371,000000DB,false,Rx,0,8,00,59,00,00,01,A6,00,00,
11671616,000000DD,false,Rx,0,8,00,0A,00,0A,FE,0B,03,E6,
11671855,000000EF,false,Rx,0,8,00,00,0E,51,F3,00,00,00,
11672106,000000FB,false,Rx,0,8,00,08,00,00,00,00,00,00,
11672351,00000110,false,Rx,0,8,00,00,00,01,83,60,02,4A,
11672596,00000130,false,Rx,0,8,00,00,00,20,00,4B,00,00,
11672836,0000000D,false,Rx,0,8,24,03,03,E8,03,E8,00,00,
11673061,00000041,false,Rx,0,8,58,0B,01,50,00,00,00,00,
11673314,00000067,false,Rx,0,8,78,35,00,00,00,00,00,00,
11673569,00000132,false,Rx,0,8,00,00,00,00,00,00,00,00,
11673826,00000134,false,Rx,0,8,00,00,00,00,00,00,0F,FF,
11674073,00000135,false,Rx,0,8,BE,1F,00,00,00,00,00,00,
11674317,0000013D,false,Rx,0,8,00,00,00,00,00,00,00,00,
11674567,00000146,false,Rx,0,8,00,65,03,FF,03,FF,00,00,
11674818,0000013F,false,Rx,0,8,00,00,00,00,00,00,00,00,
11675053,00000148,false,Rx,0,8,00,00,00,74,C8,74,74,74,
11675286,00000143,false,Rx,0,8,6F,00,01,A1,43,40,01,A6,
11675534,00000149,false,Rx,0,8,00,00,00,00,00,00,08,4D,
11675781,0000014C,false,Rx,0,8,00,00,10,68,0F,14,0F,1F,
11676027,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11676273,000000A3,false,Rx,0,8,C6,02,00,00,00,00,00,00,
11676518,0000014E,false,Rx,0,8,00,00,00,00,00,00,00,00,
11676733,00000159,false,Rx,0,8,91,0F,2D,58,00,02,07,4B,
11676993,0000015B,false,Rx,0,8,00,08,00,01,00,6C,00,96,
11677229,00000160,false,Rx,0,8,00,00,00,28,1F,D8,0F,FF,
11677476,00000162,false,Rx,0,8,00,1C,28,01,13,5E,00,00,
11677723,00000013,false,Rx,0,8,64,FD,00,00,00,00,00,00,
11677968,000000AA,false,Rx,0,8,FE,09,00,FA,3F,FE,3F,FF,
11678196,000000EC,false,Rx,0,8,00,00,01,57,01,E4,91,92,
11678441,00000164,false,Rx,0,8,00,00,00,00,00,41,06,49,
11678687,000000F7,false,Rx,0,8,01,A6,00,00,00,00,00,00,
11678969,00000166,false,Rx,0,8,00,00,03,C0,00,00,00,00,
11679172,00000171,false,Rx,0,8,00,00,07,74,28,01,00,00,
11679418,00000191,false,Rx,0,8,00,AD,01,17,00,00,00,00,
11679651,00000044,false,Rx,0,8,AC,31,0B,FA,FF,45,00,00,
11679956,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11680157,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11680407,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11680658,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11680969,00000092,false,Rx,0,8,09,09,00,00,10,00,28,00,
11681117,00000072,false,Rx,0,8,00,00,00,00,05,9D,01,A4,
11681383,000000A2,false,Rx,0,8,3C,02,00,00,00,00,24,09,
11681628,000000A4,false,Rx,0,8,00,00,00,00,27,FE,10,00,
11681880,000000A8,false,Rx,0,8,68,09,00,00,00,00,00,00,
11682127,000001D5,false,Rx,0,8,00,00,00,00,00,00,00,4F,
11682374,000001DF,false,Rx,0,8,00,00,00,00,00,00,00,4E,
11682620,00000041,false,Rx,0,8,D2,0C,01,50,00,00,00,00,
11682865,0000000D,false,Rx,0,8,2F,04,03,E8,03,E8,00,00,
11683094,0000027A,false,Rx,0,8,30,04,0F,1B,0F,1B,0F,1D,
11683331,0000027E,false,Rx,0,8,30,10,74,74,00,00,00,00,
11683585,000002B4,false,Rx,0,8,00,00,00,0C,1F,18,3C,FF,
11683836,000002FD,false,Rx,0,8,00,00,00,00,00,01,00,00,
11684076,000007EC,false,Rx,0,8,03,7F,22,31,00,00,00,00,
11685610,000000A3,false,Rx,0,8,DB,03,00,00,00,00,00,00,
11685856,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11686101,000000D9,false,Rx,0,8,00,00,09,A6,01,01,00,00,
11686333,00000088,false,Rx,0,8,4D,07,01,C1,C5,66,C6,D0,
11686561,0000008A,false,Rx,0,8,00,00,03,96,02,93,00,00,
11686811,0000008C,false,Rx,0,8,A0,07,01,51,3A,82,8C,12,
11687057,0000008E,false,Rx,0,8,00,01,03,FF,00,00,00,7C,
11687293,00000090,false,Rx,0,8,00,00,01,A2,00,00,00,00,
11687533,00000098,false,Rx,0,8,2B,47,00,00,07,E8,03,E8,
11687789,00000013,false,Rx,0,8,DE,FE,00,00,00,00,00,00,
11688033,00000036,false,Rx,0,8,C5,39,00,00,00,00,00,00,
11688273,00000050,false,Rx,0,8,71,07,19,80,00,80,B4,50,
11688518,00000084,false,Rx,0,8,A4,50,79,00,00,00,00,00,
11688766,00000096,false,Rx,0,8,08,11,01,A0,00,00,00,00,
11689017,000000AA,false,Rx,0,8,19,0A,00,FA,3F,FE,3F,FF,
11689245,000000C8,false,Rx,0,8,28,07,00,00,00,00,7F,FD,
11689496,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11689735,00000044,false,Rx,0,8,37,32,0C,5E,FF,46,00,00,
11689987,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11690238,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11690483,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11690728,000000A2,false,Rx,0,8,21,03,00,00,00,00,24,09,
11690972,000000CA,false,Rx,0,8,2D,01,A1,1D,A1,80,00,28,
11691203,000000DB,false,Rx,0,8,00,5A,00,00,01,A6,00,00,
11691448,000000EA,false,Rx,0,8,01,57,00,00,00,00,00,00,
11691693,00000109,false,Rx,0,8,00,00,00,00,00,18,00,02,
11691970,00000143,false,Rx,0,8,E0,01,01,A1,43,40,01,A6,
11692153,0000015B,false,Rx,0,8,00,08,00,01,00,6C,00,96,
11692418,00000204,false,Rx,0,8,D9,07,00,00,00,00,00,00,
11692664,00000041,false,Rx,0,8,5D,0D,01,50,00,00,00,00,
11692970,0000000D,false,Rx,0,8,45,05,03,E8,03,E8,00,00,
11693150,00000067,false,Rx,0,8,F4,36,00,00,00,00,00,00,
11693390,000002DD,false,Rx,0,8,A9,09,FF,40,0F,FC,00,00,
11693623,00000405,false,Rx,0,8,02,3D,3C,00,3A,00,38,24,
11694664,00000104,false,Rx,0,8,00,00,00,04,00,00,00,00,
11694961,000007E4,false,Rx,0,8,03,22,49,F9,00,00,00,00,
11695608,000000A3,false,Rx,0,8,88,04,00,00,00,00,00,00,
11695860,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
11697621,00000013,false,Rx,0,8,43,FF,00,00,00,00,00,00,
11697785,000000AA,false,Rx,0,8,44,0B,00,FA,3F,FE,3F,FF,
11698022,000002DD,false,Rx,0,8,63,0A,FF,40,0F,FC,00,00,
11699331,0000013B,false,Rx,0,8,00,00,00,00,22,74,B8,47,
11699358,000001A1,false,Rx,0,8,66,0F,26,00,02,82,02,00,
11700023,00000044,false,Rx,0,8,8F,33,0C,C2,FF,46,00,00,
11700077,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
11700105,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
11700550,00000076,false,Rx,0,8,00,00,00,00,00,00,00,00,
11700592,00000087,false,Rx,0,8,00,00,00,00,00,00,00,00,
11700870,00000072,false,Rx,0,8,00,00,00,00,05,9D,01,A4,
11701085,00000092,false,Rx,0,8,85,0A,00,00,10,00,28,00,
11701338,000000A2,false,Rx,0,8,72,04,00,00,00,00,24,09,
11701823,000000A4,false,Rx,0,8,00,00,00,00,27,FE,10,00,
11701845,000000A8,false,Rx,0,8,E4,0A,00,00,00,00,00,00,
11702076,000000E8,false,Rx,0,8,00,00,03,9C,00,14,00,00,
11702306,0000012E,false,Rx,0,8,00,00,01,FE,01,FE,00,00,
