Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
12260112,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
12287983,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,BF,19
12337776,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,CF,09
12360091,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
12387820,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,DF,F9
12437982,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,EF,E9
12460085,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
12488874,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,FF,D9
12542003,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,0F,C9
12571420,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
12594003,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,1F,B9
12644060,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,2F,A9
12671426,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
12693932,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,3F,99
12743955,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,4F,89
12771438,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
12794095,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,5F,79
12843997,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,6F,69
12871413,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
12895025,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,7F,59
12946070,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,8F,49
12971422,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
12996779,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,9F,39
13046134,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,AF,29
13071430,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
13099301,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,BF,19
13149094,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,CF,09
13171409,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
13199138,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,DF,F9
13249300,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,EF,E9
13271403,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
13300192,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,FF,D9
13353321,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,0F,C9
13382738,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
13405321,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,1F,B9
13455378,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,2F,A9
13482744,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
13505250,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,3F,99
13555273,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,4F,89
13582756,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
13605413,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,5F,79
13655315,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,6F,69
13682731,00000441,FALSE,Tx,0,8,98,3A,88,13,9D,01,FF,F5
13706343,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,7F,59
13757388,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,8F,49
13782740,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
13808097,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,9F,39
13857452,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,AF,29
13882748,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
13910619,0000012D,FALSE,Tx,0,8,A0,28,00,22,0C,31,BF,19
13960412,0000012D,FALSE,Tx,0,8,A0,28,00,60,04,31,CF,D3
13982727,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14010456,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,DF,C1
14060618,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,EF,B1
14082721,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14111510,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,FF,A1
14164639,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,0F,91
14194056,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14216639,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,1F,81
14266696,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,2F,71
14294062,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14316568,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,3F,61
14366591,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,4F,51
14394074,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14416731,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,5F,41
14466633,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,6F,31
14494049,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14517661,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,7F,21
14568706,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,8F,11
14594058,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14619415,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,9F,01
14668770,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,AF,F1
14694066,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14721937,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,BF,E1
14771730,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,CF,D1
14794045,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14821774,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,DF,C1
14871936,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,EF,B1
14894039,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
14922828,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,FF,A1
14975957,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
15005374,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,0F,91
15027957,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,1F,81
15078014,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
15105380,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,2F,71
15127886,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,3F,61
15177909,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
15205392,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,4F,51
15228049,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,5F,41
15277951,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
15305367,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,6F,31
15328979,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,7F,21
15380024,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
15405376,0000012D,FALSE,Tx,0,8,A0,28,02,60,04,31,8F,11
15430733,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,9F,A1
15480088,00000441,FALSE,Tx,0,8,98,3A,88,13,9E,01,FF,F4
15505384,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,AF,91
15533255,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,BF,81
15583048,00000441,FALSE,Tx,0,8,98,3A,89,13,9D,01,FF,F4
15605363,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,CF,71
15633092,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,DF,61
15683254,00000441,FALSE,Tx,0,8,97,3A,89,13,78,01,FF,1A
15705357,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,EF,51
15734146,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,FF,41
15787275,00000441,FALSE,Tx,0,8,97,3A,89,13,50,01,FF,42
15816692,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,0F,31
15839275,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,1F,21
15889332,00000441,FALSE,Tx,0,8,98,3A,89,13,27,01,FF,6A
15916698,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,2F,11
15939204,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,3F,01
15989227,00000441,FALSE,Tx,0,8,98,3A,89,13,C1,00,FF,D1
16016710,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,4F,F1
16039367,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,5F,E1
16089269,00000441,FALSE,Tx,0,8,98,3A,89,13,8B,00,FF,07
16116685,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,6F,D1
16140297,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,7F,C1
16191342,00000441,FALSE,Tx,0,8,98,3A,89,13,4F,00,FF,43
16216694,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,8F,B1
16242051,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,9F,A1
16291406,00000441,FALSE,Tx,0,8,98,3A,88,13,00,00,FF,93
16316702,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,AF,91
16344573,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,BF,81
16394366,00000441,FALSE,Tx,0,8,98,3A,88,13,00,00,FF,93
16416681,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,CF,71
16444410,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,DF,61
16494572,00000441,FALSE,Tx,0,8,98,3A,88,13,00,00,FF,93
16516675,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,EF,51
16545464,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,FF,41
16598593,00000441,FALSE,Tx,0,8,98,3A,88,13,01,00,FF,92
16628010,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,0F,31
16650593,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,1F,21
16700650,00000441,FALSE,Tx,0,8,98,3A,88,13,02,00,FF,91
16728016,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,2F,11
16750522,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,3F,01
16800545,00000441,FALSE,Tx,0,8,98,3A,88,13,03,00,FF,90
16828028,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,4F,F1
16850685,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,5F,E1
16900587,00000441,FALSE,Tx,0,8,98,3A,88,13,04,00,FF,8F
16928003,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,6F,D1
16951615,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,7F,C1
17002660,00000441,FALSE,Tx,0,8,98,3A,88,13,04,00,FF,8F
17028012,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,8F,B1
17053369,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,9F,A1
17102724,00000441,FALSE,Tx,0,8,98,3A,88,13,05,00,FF,8E
17128020,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,AF,91
17155891,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,BF,81
17205684,00000441,FALSE,Tx,0,8,98,3A,88,13,06,00,FF,8D
17227999,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,CF,71
17255728,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,DF,61
17305890,00000441,FALSE,Tx,0,8,98,3A,88,13,06,00,FF,8D
17327993,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,EF,51
17356782,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,FF,41
17409911,00000441,FALSE,Tx,0,8,98,3A,88,13,07,00,FF,8C
17439328,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,0F,31
17461911,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,1F,21
17511968,00000441,FALSE,Tx,0,8,98,3A,88,13,07,00,FF,8C
17539334,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,2F,11
17561840,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,3F,01
17611863,00000441,FALSE,Tx,0,8,98,3A,88,13,08,00,FF,8B
17639346,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,4F,F1
17662003,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,5F,E1
17711905,00000441,FALSE,Tx,0,8,98,3A,88,13,08,00,FF,8B
17739321,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,6F,D1
17762933,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,7F,C1
17813978,00000441,FALSE,Tx,0,8,98,3A,88,13,09,00,FF,8A
17839330,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,8F,B1
17864687,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,9F,A1
17914042,00000441,FALSE,Tx,0,8,98,3A,88,13,09,00,FF,8A
17939338,0000012D,FALSE,Tx,0,8,50,18,02,20,04,31,AF,91
17967209,0000012D,FALSE,Tx,0,8,50,14,02,20,04,31,BF,85
18017002,00000441,FALSE,Tx,0,8,98,3A,88,13,0A,00,FF,89
18039317,0000012D,FALSE,Tx,0,8,50,14,02,10,04,31,CF,85
18067046,0000012D,FALSE,Tx,0,8,50,14,02,10,04,31,DF,75
18117208,00000441,FALSE,Tx,0,8,98,3A,88,13,0A,00,FF,89
