;$FILEVERSION=1.1
;$STARTTIME=43602.8098728588
;
;   F:\pcanview\pexic_start.trc
;
;   Start time: 17/05/2019 19:26:13.015.0
;   Generated by PCAN-View v4.2.2.555
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  1543)     10919.2  Rx         0251  8  40 00 00 00 00 00 00 00 
  1544)     10924.8  Rx         0250  8  08 00 40 00 00 00 00 00 
  1545)     10925.1  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1546)     10925.5  Rx         0441  8  00 00 00 00 00 00 00 00 
  1547)     10925.8  Rx         0442  8  00 00 00 00 00 00 00 00 
  1548)     10926.2  Rx         0443  8  00 00 00 00 00 00 00 00 
  1549)     10926.5  Rx         0444  8  00 00 00 00 00 00 00 00 
  1550)     10929.2  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1551)     10929.5  Rx         0210  7  FF FF 30 28 90 00 88 
  1552)     10929.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1553)     10934.5  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  1554)     10935.1  Rx         040B  8  00 00 05 00 00 00 60 00 
  1555)     10939.1  Rx         0310  3  02 00 00 
  1556)     10943.4  Rx         0210  7  FF FF 30 28 90 00 89 
  1557)     10943.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1558)     10954.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1559)     10954.7  Rx         0611  8  06 72 00 62 ED EC E7 FA 
  1560)     10957.4  Rx         0210  7  FF FF 30 28 90 00 8A 
  1561)     10957.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1562)     10959.2  Rx         0359  8  02 00 00 85 00 00 00 00 
  1563)     10971.4  Rx         0210  7  FF FF 30 28 90 00 8B 
  1564)     10971.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1565)     10985.4  Rx         0210  7  FF FF 30 28 90 00 8C 
  1566)     10985.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1567)     10999.4  Rx         0210  7  FF FF 30 28 90 00 8D 
  1568)     10999.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1569)     11004.8  Rx         0023  1  40 
  1570)     11005.2  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1571)     11013.4  Rx         0210  7  FF FF 30 28 90 00 8E 
  1572)     11013.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1573)     11019.3  Rx         0251  8  40 00 00 00 00 00 00 00 
  1574)     11024.9  Rx         0250  8  08 00 40 00 00 00 00 00 
  1575)     11027.4  Rx         0210  7  FF FF 30 28 90 00 8F 
  1576)     11027.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1577)     11029.3  Rx         0264  8  00 00 41 00 01 01 00 00 
  1578)     11039.3  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1579)     11041.4  Rx         0210  7  FF FF 30 28 90 00 90 
  1580)     11041.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1581)     11049.1  Rx         0311  2  00 00 
  1582)     11055.4  Rx         0210  7  FF FF 30 28 90 00 91 
  1583)     11055.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1584)     11069.4  Rx         0210  7  FF FF 30 28 90 00 92 
  1585)     11069.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1586)     11079.5  Rx         0301  8  00 01 0F 3C 00 38 00 AA 
  1587)     11079.7  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1588)     11080.0  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1589)     11080.2  Rx         0305  8  00 00 01 40 00 00 00 00 
  1590)     11080.5  Rx         0303  8  0F 59 04 CE 06 00 00 00 
  1591)     11083.4  Rx         0210  7  FF FF 30 28 90 00 93 
  1592)     11083.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1593)     11097.4  Rx         0210  7  FF FF 30 28 90 00 94 
  1594)     11097.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1595)     11104.8  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1596)     11111.4  Rx         0210  7  FF FF 30 28 90 00 95 
  1597)     11111.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1598)     11119.3  Rx         0251  8  40 00 00 00 00 00 00 00 
  1599)     11125.0  Rx         0250  8  08 00 40 00 00 00 00 00 
  1600)     11125.3  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1601)     11125.6  Rx         0210  7  FF FF 30 28 90 00 96 
  1602)     11125.9  Rx         0441  8  00 00 00 00 00 00 00 00 
  1603)     11126.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1604)     11126.5  Rx         0442  8  00 00 00 00 00 00 00 00 
  1605)     11126.8  Rx         0443  8  00 00 00 00 00 00 00 00 
  1606)     11127.1  Rx         0444  8  00 00 00 00 00 00 00 00 
  1607)     11129.3  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1608)     11139.2  Rx         0310  3  02 00 00 
  1609)     11139.5  Rx         0210  7  FF FF 30 28 90 00 97 
  1610)     11139.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1611)     11153.5  Rx         0210  7  FF FF 30 28 90 00 98 
  1612)     11153.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1613)     11154.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1614)     11154.8  Rx         0611  8  06 72 00 62 ED EC E7 FA 
  1615)     11159.3  Rx         0359  8  02 00 00 85 00 00 00 00 
  1616)     11164.3  Rx         0409  8  18 00 00 00 00 00 00 00 
  1617)     11167.5  Rx         0210  7  FF FF 30 28 90 00 99 
  1618)     11167.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1619)     11181.5  Rx         0210  7  FF FF 30 28 90 00 9A 
  1620)     11181.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1621)     11195.5  Rx         0210  7  FF FF 30 28 90 00 9B 
  1622)     11195.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1623)     11204.4  Rx         0023  1  40 
  1624)     11204.7  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1625)     11209.5  Rx         0210  7  FF FF 30 28 90 00 9C 
  1626)     11209.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1627)     11219.3  Rx         0251  8  40 00 00 00 00 00 00 00 
  1628)     11223.5  Rx         0210  7  FF FF 30 28 90 00 9D 
  1629)     11223.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1630)     11225.2  Rx         0250  8  08 00 40 00 00 00 00 00 
  1631)     11225.6  Rx         03A0  8  00 00 03 B0 00 00 00 00 
  1632)     11225.9  Rx         03A1  8  80 18 08 00 24 00 EB 00 
  1633)     11229.3  Rx         0264  8  00 10 41 00 01 01 00 00 
  1634)     11237.5  Rx         0210  7  FF FF 30 28 90 00 9E 
  1635)     11237.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1636)     11239.3  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1637)     11249.2  Rx         0311  2  00 00 
  1638)     11251.5  Rx         0210  7  FF FF 30 28 90 00 9F 
  1639)     11251.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1640)     11265.5  Rx         0210  7  FF FF 30 28 90 00 A0 
  1641)     11265.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1642)     11279.5  Rx         0301  8  00 01 0F 3C 00 38 00 AA 
  1643)     11279.8  Rx         0210  7  FF FF 30 28 90 00 A1 
  1644)     11280.0  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1645)     11280.3  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1646)     11280.5  Rx         0305  8  00 00 01 40 00 00 00 00 
  1647)     11280.7  Rx         0303  8  0F 59 04 CE 06 00 00 00 
  1648)     11280.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1649)     11293.5  Rx         0210  7  FF FF 30 28 90 00 A2 
  1650)     11293.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1651)     11304.3  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1652)     11307.6  Rx         0210  7  FF FF 30 28 90 00 A3 
  1653)     11307.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1654)     11319.3  Rx         0251  8  40 00 00 00 00 00 00 00 
  1655)     11321.6  Rx         0210  7  FF FF 30 28 90 00 A4 
  1656)     11321.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1657)     11325.1  Rx         0250  8  08 00 40 00 00 00 00 00 
  1658)     11325.4  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1659)     11325.8  Rx         0441  8  00 00 00 00 00 00 00 00 
  1660)     11326.2  Rx         0442  8  00 00 00 00 00 00 00 00 
  1661)     11326.5  Rx         0443  8  00 00 00 00 00 00 00 00 
  1662)     11326.9  Rx         0444  8  00 00 00 00 00 00 00 00 
  1663)     11329.4  Rx         0263  6  00 00 24 76 0B 00 
  1664)     11335.6  Rx         0210  7  FF FF 30 28 90 00 A5 
  1665)     11335.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1666)     11339.4  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1667)     11349.3  Rx         0310  3  02 00 00 
  1668)     11349.6  Rx         0210  7  FF FF 30 28 90 00 A6 
  1669)     11349.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1670)     11354.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1671)     11354.8  Rx         0611  8  06 72 00 62 ED EC E7 F9 
  1672)     11363.6  Rx         0210  7  FF FF 30 28 90 00 A7 
  1673)     11363.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1674)     11369.4  Rx         0359  8  03 00 00 EC 00 00 00 00 
  1675)     11377.6  Rx         0210  7  FF FF 30 28 90 00 A8 
  1676)     11377.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1677)     11391.6  Rx         0210  7  FF FF 30 28 90 00 A9 
  1678)     11391.8  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1679)     11404.0  Rx         0023  1  40 
  1680)     11404.3  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1681)     11405.6  Rx         0210  7  FF FF 30 28 90 00 AA 
  1682)     11405.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1683)     11419.4  Rx         0251  8  40 00 00 00 00 00 00 00 
  1684)     11419.7  Rx         0210  7  FF FF 30 28 90 00 AB 
  1685)     11419.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1686)     11425.5  Rx         0250  8  08 00 40 00 00 00 00 00 
  1687)     11429.4  Rx         0264  8  00 10 41 00 01 01 00 00 
  1688)     11433.6  Rx         0210  7  FF FF 30 28 90 00 AC 
  1689)     11433.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1690)     11434.2  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  1691)     11434.8  Rx         040B  8  00 00 05 00 00 00 60 00 
  1692)     11439.4  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1693)     11447.6  Rx         0210  7  FF FF 30 28 90 00 AD 
  1694)     11447.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1695)     11449.3  Rx         0311  2  00 00 
  1696)     11461.6  Rx         0210  7  FF FF 30 28 90 00 AE 
  1697)     11461.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1698)     11475.7  Rx         0210  7  FF FF 30 28 90 00 AF 
  1699)     11475.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1700)     11479.6  Rx         0301  8  00 02 0F 3C 00 38 00 AA 
  1701)     11479.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1702)     11480.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1703)     11480.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  1704)     11480.5  Rx         0303  8  0F 59 04 CE 06 00 00 00 
  1705)     11489.7  Rx         0210  7  FF FF 30 28 90 00 B0 
  1706)     11489.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1707)     11503.7  Rx         0210  7  FF FF 30 28 90 00 B1 
  1708)     11504.0  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1709)     11504.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1710)     11517.7  Rx         0210  7  FF FF 30 28 90 00 B2 
  1711)     11517.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1712)     11519.4  Rx         0251  8  40 00 00 00 00 00 00 00 
  1713)     11525.5  Rx         0250  8  08 00 40 00 00 00 00 00 
  1714)     11525.9  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1715)     11526.2  Rx         0441  8  00 00 00 00 00 00 00 00 
  1716)     11526.6  Rx         0442  8  00 00 00 00 00 00 00 00 
  1717)     11527.0  Rx         0443  8  00 00 00 00 00 00 00 00 
  1718)     11527.3  Rx         0444  8  00 00 00 00 00 00 00 00 
  1719)     11529.4  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1720)     11531.7  Rx         0210  7  FF FF 30 28 90 00 B3 
  1721)     11531.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1722)     11539.4  Rx         0310  3  02 00 00 
  1723)     11545.7  Rx         0210  7  FF FF 30 28 90 00 B4 
  1724)     11545.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1725)     11554.6  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1726)     11554.8  Rx         0611  8  06 72 00 62 ED EC E7 F9 
  1727)     11559.5  Rx         0359  8  03 00 00 EC 00 00 00 00 
  1728)     11559.7  Rx         0210  7  FF FF 30 28 90 00 B5 
  1729)     11559.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1730)     11573.7  Rx         0210  7  FF FF 30 28 90 00 B6 
  1731)     11574.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1732)     11587.7  Rx         0210  7  FF FF 30 28 90 00 B7 
  1733)     11588.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1734)     11601.8  Rx         0210  7  FF FF 30 28 90 00 B8 
  1735)     11602.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1736)     11603.6  Rx         0023  1  40 
  1737)     11603.9  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1738)     11615.7  Rx         0210  7  FF FF 30 28 90 00 B9 
  1739)     11616.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1740)     11619.5  Rx         0251  8  40 00 00 00 00 00 00 00 
  1741)     11625.8  Rx         0250  8  08 00 40 00 00 00 00 00 
  1742)     11629.5  Rx         0264  8  00 10 41 00 01 01 00 00 
  1743)     11629.7  Rx         0210  7  FF FF 30 28 90 00 BA 
  1744)     11630.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1745)     11639.5  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1746)     11643.7  Rx         0210  7  FF FF 30 28 90 00 BB 
  1747)     11644.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1748)     11649.4  Rx         0311  2  00 00 
  1749)     11657.8  Rx         0210  7  FF FF 30 28 90 00 BC 
  1750)     11658.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1751)     11663.9  Rx         0409  8  18 00 00 00 00 00 00 00 
  1752)     11671.8  Rx         0210  7  FF FF 30 28 90 00 BD 
  1753)     11672.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1754)     11679.6  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  1755)     11679.9  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1756)     11680.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1757)     11680.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  1758)     11680.6  Rx         0303  8  0F 59 04 5C 06 00 00 00 
  1759)     11685.8  Rx         0210  7  FF FF 30 28 90 00 BE 
  1760)     11686.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1761)     11699.8  Rx         0210  7  FF FF 30 28 90 00 BF 
  1762)     11700.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1763)     11703.5  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1764)     11713.8  Rx         0210  7  FF FF 30 28 90 00 C0 
  1765)     11714.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1766)     11719.6  Rx         0251  8  40 00 00 00 00 00 00 00 
  1767)     11725.8  Rx         0250  8  08 00 40 00 00 00 00 00 
  1768)     11726.1  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1769)     11726.5  Rx         0441  8  00 00 00 00 00 00 00 00 
  1770)     11726.8  Rx         0442  8  00 00 00 00 00 00 00 00 
  1771)     11727.2  Rx         0443  8  00 00 00 00 00 00 00 00 
  1772)     11727.5  Rx         0444  8  00 00 00 00 00 00 00 00 
  1773)     11727.8  Rx         0210  7  FF FF 30 28 90 00 C1 
  1774)     11728.0  Rx         03A0  8  00 00 03 B4 00 00 00 00 
  1775)     11728.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1776)     11728.7  Rx         03A1  8  80 18 02 20 24 00 EB 00 
  1777)     11729.5  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1778)     11739.4  Rx         0310  3  02 00 00 
  1779)     11741.8  Rx         0210  7  FF FF 30 28 90 00 C2 
  1780)     11742.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1781)     11754.6  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1782)     11754.9  Rx         0300  8  02 00 25 00 00 00 01 00 
  1783)     11755.1  Rx         0306  8  00 00 00 00 00 00 00 00 
  1784)     11755.3  Rx         0611  8  06 72 00 62 ED ED E7 F9 
  1785)     11755.6  Rx         0722  8  00 00 00 00 00 00 00 00 
  1786)     11755.8  Rx         0723  8  00 00 00 00 00 00 00 00 
  1787)     11756.0  Rx         0210  7  FF FF 30 28 90 00 C3 
  1788)     11756.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1789)     11756.5  Rx         0721  8  00 00 00 00 00 00 00 00 
  1790)     11759.5  Rx         0359  8  03 00 00 EC 00 00 00 00 
  1791)     11769.8  Rx         0210  7  FF FF 30 28 90 00 C4 
  1792)     11770.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1793)     11783.8  Rx         0210  7  FF FF 30 28 90 00 C5 
  1794)     11784.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1795)     11797.8  Rx         0210  7  FF FF 30 28 90 00 C6 
  1796)     11798.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1797)     11803.1  Rx         0023  1  40 
  1798)     11803.4  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1799)     11811.8  Rx         0210  7  FF FF 30 28 90 00 C7 
  1800)     11812.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1801)     11819.6  Rx         0251  8  40 00 00 00 00 00 00 00 
  1802)     11825.8  Rx         0210  7  FF FF 30 28 90 00 C8 
  1803)     11826.1  Rx         0250  8  08 00 40 00 00 00 00 00 
  1804)     11826.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1805)     11829.5  Rx         0263  6  00 00 24 76 0C 00 
  1806)     11839.6  Rx         0264  8  00 10 41 00 01 01 00 00 
  1807)     11839.9  Rx         0210  7  FF FF 30 28 90 00 C9 
  1808)     11840.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1809)     11849.6  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1810)     11853.9  Rx         0210  7  FF FF 30 28 90 00 CA 
  1811)     11854.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1812)     11859.5  Rx         0311  2  00 00 
  1813)     11867.9  Rx         0210  7  FF FF 30 28 90 00 CB 
  1814)     11868.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1815)     11879.6  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  1816)     11879.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1817)     11880.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1818)     11880.4  Rx         0305  8  00 00 01 40 00 00 00 00 
  1819)     11880.6  Rx         0303  8  0F 59 04 5C 06 00 00 00 
  1820)     11881.9  Rx         0210  7  FF FF 30 28 90 00 CC 
  1821)     11882.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1822)     11895.9  Rx         0210  7  FF FF 30 28 90 00 CD 
  1823)     11896.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1824)     11903.1  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1825)     11909.8  Rx         0210  7  FF FF 30 28 90 00 CE 
  1826)     11910.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1827)     11919.5  Rx         0251  8  40 00 00 00 00 00 00 00 
  1828)     11923.8  Rx         0210  7  FF FF 30 28 90 00 CF 
  1829)     11924.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1830)     11926.0  Rx         0250  8  08 00 40 00 00 00 00 00 
  1831)     11926.4  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1832)     11926.8  Rx         0441  8  00 00 00 00 00 00 00 00 
  1833)     11927.2  Rx         0442  8  00 00 00 00 00 00 00 00 
  1834)     11927.4  Rx         0443  8  00 00 00 00 00 00 00 00 
  1835)     11927.8  Rx         0444  8  00 00 00 00 00 00 00 00 
  1836)     11929.5  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1837)     11933.5  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  1838)     11934.1  Rx         040B  8  00 00 05 00 00 00 60 00 
  1839)     11937.8  Rx         0210  7  FF FF 30 28 90 00 D0 
  1840)     11938.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1841)     11939.4  Rx         0310  3  02 00 00 
  1842)     11951.8  Rx         0210  7  FF FF 30 28 90 00 D1 
  1843)     11952.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1844)     11954.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1845)     11954.8  Rx         0611  8  06 72 00 62 ED ED E7 F8 
  1846)     11959.5  Rx         0359  8  05 00 00 EC 00 00 00 00 
  1847)     11965.8  Rx         0210  7  FF FF 30 28 90 00 D2 
  1848)     11966.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1849)     11979.8  Rx         0210  7  FF FF 30 28 90 00 D3 
  1850)     11980.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1851)     11993.8  Rx         0210  7  FF FF 30 28 90 00 D4 
  1852)     11994.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1853)     12002.6  Rx         0023  1  40 
  1854)     12002.9  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1855)     12007.9  Rx         0210  7  FF FF 30 28 90 00 D5 
  1856)     12008.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1857)     12019.5  Rx         0251  8  40 00 00 00 00 00 00 00 
  1858)     12021.9  Rx         0210  7  FF FF 30 28 90 00 D6 
  1859)     12022.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1860)     12026.1  Rx         0250  8  08 00 40 00 00 00 00 00 
  1861)     12029.5  Rx         0264  8  00 10 41 00 01 01 00 00 
  1862)     12035.9  Rx         0210  7  FF FF 30 28 90 00 D7 
  1863)     12036.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1864)     12039.5  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1865)     12049.5  Rx         0311  2  00 00 
  1866)     12049.9  Rx         0210  7  FF FF 30 28 90 00 D8 
  1867)     12050.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1868)     12063.9  Rx         0210  7  FF FF 30 28 90 00 D9 
  1869)     12064.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1870)     12077.9  Rx         0210  7  FF FF 30 28 90 00 DA 
  1871)     12078.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1872)     12079.6  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  1873)     12079.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1874)     12080.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1875)     12080.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  1876)     12080.5  Rx         0303  8  0F 59 04 5C 06 00 00 00 
  1877)     12091.9  Rx         0210  7  FF FF 30 28 90 00 DB 
  1878)     12092.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1879)     12102.5  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1880)     12105.9  Rx         0210  7  FF FF 30 28 90 00 DC 
  1881)     12106.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1882)     12119.6  Rx         0251  8  40 00 00 00 00 00 00 00 
  1883)     12119.9  Rx         0210  7  FF FF 30 28 90 00 DD 
  1884)     12120.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1885)     12126.4  Rx         0250  8  08 00 40 00 00 00 00 00 
  1886)     12126.8  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1887)     12127.2  Rx         0441  8  00 00 00 00 00 00 00 00 
  1888)     12127.5  Rx         0442  8  00 00 00 00 00 00 00 00 
  1889)     12127.9  Rx         0443  8  00 00 00 00 00 00 00 00 
  1890)     12128.3  Rx         0444  8  00 00 00 00 00 00 00 00 
  1891)     12129.6  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1892)     12134.0  Rx         0210  7  FF FF 30 28 90 00 DE 
  1893)     12134.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1894)     12139.5  Rx         0310  3  02 00 00 
  1895)     12147.9  Rx         0210  7  FF FF 30 28 90 00 DF 
  1896)     12148.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1897)     12154.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1898)     12154.8  Rx         0611  8  06 72 00 62 ED ED E7 F8 
  1899)     12159.6  Rx         0359  8  05 00 00 EC 00 00 00 00 
  1900)     12162.0  Rx         0210  7  FF FF 30 28 90 00 E0 
  1901)     12162.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1902)     12163.3  Rx         0409  8  18 00 00 00 00 00 00 00 
  1903)     12175.9  Rx         0210  7  FF FF 30 28 90 00 E1 
  1904)     12176.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1905)     12190.0  Rx         0210  7  FF FF 30 28 90 00 E2 
  1906)     12190.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1907)     12202.2  Rx         0023  1  40 
  1908)     12202.6  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1909)     12204.0  Rx         0210  7  FF FF 30 28 90 00 E3 
  1910)     12204.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1911)     12218.0  Rx         0210  7  FF FF 30 28 90 00 E4 
  1912)     12218.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1913)     12219.6  Rx         0251  8  40 00 00 00 00 00 00 00 
  1914)     12226.5  Rx         0250  8  08 00 40 00 00 00 00 00 
  1915)     12226.9  Rx         03A0  8  00 00 03 B4 00 00 00 00 
  1916)     12227.3  Rx         03A1  8  80 18 02 20 24 00 EB 00 
  1917)     12229.6  Rx         0264  8  00 10 41 00 01 01 00 00 
  1918)     12232.0  Rx         0210  7  FF FF 30 28 90 00 E5 
  1919)     12232.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1920)     12239.6  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1921)     12246.0  Rx         0210  7  FF FF 30 28 90 00 E6 
  1922)     12246.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1923)     12249.5  Rx         0311  2  00 00 
  1924)     12260.0  Rx         0210  7  FF FF 30 28 90 00 E7 
