Time Stamp,ID,Extended,Bus,DLC,D1,D2,D3,D4,D5,D6,D7,D8
2130551,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2130551,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2130551,19f,0,1,6,ff,ff,f4,7f,ff,2f,0,0
2130554,112,0,1,8,26,20,46,0f,2,73,75,62
2130554,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2130556,100,0,1,8,aa,f5,7f,c0,5d,a3,87,70
2130556,0ef,0,1,8,9f,f3,0,7d,21,0,7d,ff
2130556,1a1,0,1,5,5b,c9,0,0,8a,0,0,0
2130558,206,0,1,8,22,22,42,ff,ff,ff,ff,ff
2130559,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2130563,2a7,0,1,5,8f,f0,fe,ff,14,0,0,0
2130564,112,0,1,8,25,20,46,0f,2,73,75,62
2130565,12f,0,1,8,e1,2a,86,1a,f1,35,30,0
2130565,0a5,0,1,8,80,f4,ff,f7,7f,0,0,c1
2130565,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130566,0d9,0,1,8,24,f4,0,10,0,f0,7f,c8
2130566,0f3,0,1,8,e2,4,0,ff,f0,c0,ff,ff
2130566,100,0,1,8,4d,f6,7f,c0,5d,a3,87,70
2130566,15f,0,1,8,2b,f4,0,7d,0,ee,0,7d
2130568,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130568,258,0,1,2,44,44,0,0,0,0,0,0
2130568,7bd,0,1,8,4,0,0,0,0,0,0,80
2130568,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2130569,7be,0,1,8,0,c0,fa,1c,2,0,0,0
2130571,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2130571,19a,0,1,6,ff,ff,8,7e,ff,3f,0,0
2130571,19f,0,1,6,ff,ff,f7,7f,ff,2f,0,0
2130571,197,0,1,4,0a,9,0e,c0,0,0,0,0
2130574,112,0,1,8,25,20,46,0f,2,73,75,62
2130575,100,0,1,8,10,f7,7f,c0,5d,a3,87,70
2130576,0ef,0,1,8,11,f4,0,7d,21,0,7d,ff
2130576,1a1,0,1,5,7c,cb,0,0,8a,0,0,0
2130577,3c0,0,1,8,dd,dd,dd,fd,ff,ff,ff,ff
2130578,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2130579,201,0,1,8,ac,0b,ac,0b,ff,ff,ff,ff
2130580,0c0,0,1,2,fb,40,0,0,0,0,0,0
2130580,03c,0,1,8,ff,5f,0,0,0,0,ff,ff
2130580,349,0,1,5,fe,ff,f4,24,0,0,0,0
2130583,3b4,0,1,8,0c,0d,4d,f4,ba,ff,2,0
2130584,112,0,1,8,25,20,46,0f,2,73,75,62
2130584,431,0,1,8,ca,ff,54,0,11,2c,f3,4b
2130585,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2130585,0a5,0,1,8,dd,f5,ff,f7,7f,0,0,c1
2130585,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130586,0d9,0,1,8,79,f5,0,10,0,f0,7f,c8
2130586,0f3,0,1,8,bf,5,0,ff,f0,c0,ff,ff
2130586,100,0,1,8,4c,f8,7f,c0,5d,a3,87,70
2130586,15f,0,1,8,76,f5,0,7d,0,ee,0,7d
2130588,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130588,258,0,1,2,44,44,0,0,0,0,0,0
2130588,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2130588,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2130591,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2130591,19a,0,1,6,ff,ff,8,7e,ff,3f,0,0
2130591,19f,0,1,6,ff,ff,f6,7f,ff,2f,0,0
2130594,112,0,1,8,25,20,46,0f,2,73,75,62
2130594,432,0,1,8,5c,f4,10,a6,c7,ff,0,ff
2130594,297,0,1,7,8a,e4,f0,e0,f2,92,ea,0
2130595,1.00E+01,0,1,6,b5,f1,0,ff,ff,ff,0,0
2130595,100,0,1,8,11,f9,7f,c0,5d,a3,87,70
2130596,0ef,0,1,8,4c,f5,0,7d,21,0,7d,ff
2130596,1a1,0,1,5,15,cd,0,0,8a,0,0,0
2130598,206,0,1,8,7f,23,42,ff,ff,ff,ff,ff
2130599,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2130601,197,0,1,4,86,0a,0e,c0,0,0,0,0
2130603,2c5,0,1,7,3a,f2,0,20,6,70,c8,0
2130604,112,0,1,8,25,20,46,0f,2,73,75,62
2130604,36f,0,1,5,7,f9,fe,ff,14,0,0,0
2130605,0a5,0,1,8,3a,f6,ff,f7,7f,0,0,c1
2130605,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130605,0d9,0,1,8,9e,f6,0,10,0,f0,7f,c8
2130606,0f3,0,1,8,58,6,0,ff,f0,c0,ff,ff
2130606,100,0,1,8,f6,fa,7f,c0,5d,a3,87,70
2130606,15f,0,1,8,91,f6,0,7d,0,ee,0,7d
2130608,163,0,1,8,ff,ff,0,a5,ff,ff,ff,ff
2130608,173,0,1,8,0e,fb,0,0e,30,0,de,10
2130608,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130609,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2130609,258,0,1,2,44,44,0,0,0,0,0,0
2130611,199,0,1,6,ff,ff,df,7e,ff,bf,0,0
2130611,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2130611,19f,0,1,6,ff,ff,4,80,ff,2f,0,0
2130613,2bb,0,1,5,f3,f0,0,0,f2,0,0,0
2130614,112,0,1,8,25,20,46,0f,2,73,75,62
2130614,1fa,0,1,8,41,65,45,f0,37,38,37,38
2130615,100,0,1,8,ab,fb,7f,c0,5d,a3,87,70
2130616,0ef,0,1,8,ab,f6,0,7d,21,0,7d,ff
2130616,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2130616,1a1,0,1,5,5a,c0,0,0,8a,0,0,0
2130618,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f2,9e
2130618,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2130618,108,0,1,8,df,7d,ff,2d,48,f3,ff,ff
2130619,3fd,0,1,5,93,2,0,0,ff,0,0,0
2130619,7be,0,1,8,5,0,0,0,0,0,0,e0
2130619,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2130619,212,0,1,8,cd,f3,f9,ff,ff,ff,ff,ff
2130620,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2130620,2f1,0,1,8,a2,0f,0,0,0,0,0,a0
2130620,314,0,1,3,11,2,ff,0,0,0,0,0
2130624,112,0,1,8,25,20,46,0f,2,73,75,62
2130624,363,0,1,8,eb,b2,94,9,ff,ff,ff,ff
2130625,0a5,0,1,8,67,f7,ff,f7,7f,0,0,c1
2130625,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130625,0d9,0,1,8,c3,f7,0,10,0,f0,7f,c8
2130626,0f3,0,1,8,5,7,0,ff,f0,c0,ff,ff
2130626,100,0,1,8,25,fc,7f,c0,5d,a3,87,70
2130626,15f,0,1,8,cc,f7,0,7d,0,ee,0,7d
2130626,2a1,0,1,5,0,58,2,0,f0,0,0,0
2130628,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130628,258,0,1,2,44,44,0,0,0,0,0,0
2130628,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2130628,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2130629,201,0,1,8,c1,0b,c1,0b,ff,ff,ff,ff
2130631,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2130631,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2130631,19f,0,1,6,ff,ff,f9,7f,ff,2f,0,0
2130631,197,0,1,4,9,0b,0e,c0,0,0,0,0
2130634,112,0,1,8,25,20,46,0f,2,73,75,62
2130636,100,0,1,8,78,fd,7f,c0,5d,a3,87,70
2130636,0ef,0,1,8,f6,f7,0,7d,21,0,7d,ff
2130636,1a1,0,1,5,7d,c2,0,0,8a,0,0,0
2130638,206,0,1,8,f1,24,42,ff,ff,ff,ff,ff
2130639,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2130643,2a7,0,1,5,12,f1,fe,ff,14,0,0,0
2130644,112,0,1,8,25,20,46,0f,2,73,75,62
2130644,2f5,0,1,8,60,0f,33,20,22,0a,6,10
2130645,0a5,0,1,8,3b,f8,ff,f7,7f,0,0,c1
2130645,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130645,0d9,0,1,8,9f,f8,0,10,0,f0,7f,c8
2130646,0f3,0,1,8,59,8,0,ff,f0,c0,ff,ff
2130646,100,0,1,8,9f,fe,7f,c0,5d,a3,87,70
2130646,15f,0,1,8,90,f8,0,7d,0,ee,0,7d
2130646,2b0,0,1,6,31,3c,2,c5,ff,ff,0,0
2130647,3d8,0,1,8,7,ff,ff,ff,ff,ff,ff,ff
2130648,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130648,258,0,1,2,44,44,0,0,0,0,0,0
2130648,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2130651,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2130651,19a,0,1,6,ff,ff,8,7e,ff,3f,0,0
2130651,19f,0,1,6,ff,ff,e6,7f,ff,2f,0,0
2130654,112,0,1,8,25,20,46,0f,2,73,75,62
2130654,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2130656,100,0,1,8,9e,f0,7f,c0,5d,a3,87,70
2130656,0ef,0,1,8,aa,f8,0,7d,21,0,7d,ff
2130656,3d2,0,1,2,f3,ff,0,0,0,0,0,0
2130656,1a1,0,1,5,14,c4,0,0,8a,0,0,0
2130658,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2130661,197,0,1,4,83,0c,0e,c0,0,0,0,0
2130663,5.00E+00,0,1,8,11,3,0,7,6,14,d4,1
2130664,112,0,1,8,24,20,46,0f,2,73,75,62
2130665,12f,0,1,8,bc,2b,86,1a,f1,35,30,0
2130665,0a5,0,1,8,66,f9,ff,f7,7f,0,0,c1
2130665,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130666,0d9,0,1,8,c2,f9,0,10,0,f0,7f,c8
2130666,0f3,0,1,8,4,9,0,ff,f0,c0,ff,ff
2130666,100,0,1,8,c3,f1,7f,c0,5d,a3,87,70
2130666,15f,0,1,8,cd,f9,0,7d,0,ee,0,7d
2130668,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130668,258,0,1,2,44,44,0,0,0,0,0,0
2130668,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2130668,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2130669,7be,0,1,8,0b,0,0,0,0,0,0,0
2130671,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2130671,19a,0,1,6,ff,ff,ea,7d,ff,3f,0,0
2130671,19f,0,1,6,ff,ff,6,80,ff,2f,0,0
2130671,5c0,0,1,8,8,4,0,fe,ff,ff,ff,ff
2130674,112,0,1,8,24,20,46,0f,2,73,75,62
2130675,100,0,1,8,24,f2,7f,c0,5d,a3,87,70
2130676,0ef,0,1,8,f7,f9,0,7d,21,0,7d,ff
2130676,1a1,0,1,5,33,c6,0,0,8a,0,0,0
2130678,206,0,1,8,ac,25,42,ff,ff,ff,ff,ff
2130679,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2130679,201,0,1,8,d5,0b,d5,0b,ff,ff,ff,ff
2130680,03c,0,1,8,ff,5f,0,0,0,0,ff,ff
2130683,36e,0,1,5,c8,f9,fe,ff,14,0,0,0
2130684,112,0,1,8,24,20,46,0f,2,73,75,62
2130685,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2130685,0a5,0,1,8,81,fa,ff,f7,7f,0,0,c1
2130685,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130686,0d9,0,1,8,25,fa,0,10,0,f0,7f,c8
2130686,0f3,0,1,8,e3,0a,0,ff,f0,c0,ff,ff
2130686,100,0,1,8,79,f3,7f,c0,5d,a3,87,70
2130686,15f,0,1,8,2a,fa,0,7d,0,ee,0,7d
2130687,304,0,1,6,ff,ff,81,3a,ff,ff,0,0
2130687,200,0,1,8,0a,1,78,0,bd,0a,fa,ff
2130688,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130688,258,0,1,2,44,44,0,0,0,0,0,0
2130688,0c3,0,1,8,f8,73,0,e0,0,7d,ff,ff
2130691,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2130691,19a,0,1,6,ff,ff,8,7e,ff,3f,0,0
2130691,19f,0,1,6,ff,ff,f4,7f,ff,2f,0,0
2130691,197,0,1,4,0c,0d,0e,c0,0,0,0,0
2130694,112,0,1,8,24,20,46,0f,2,73,75,62
2130696,100,0,1,8,f7,f4,7f,c0,5d,a3,87,70
2130696,0ef,0,1,8,10,fa,0,7d,21,0,7d,ff
2130696,1a1,0,1,5,c6,c8,0,0,8a,0,0,0
2130698,0c3,0,1,8,76,74,0,e0,0,7d,ff,ff
2130703,2c5,0,1,7,7c,f3,0,20,6,70,c8,0
2130703,272,0,1,8,3,f4,1,12,ff,ff,ff,ff
2130704,112,0,1,8,24,20,46,0f,2,73,75,62
2130704,3a7,0,1,7,47,f8,0a,0,4f,11,f0,0
2130704,3.00E+06,0,1,2,54,1d,0,0,0,0,0,0
2130705,0a5,0,1,8,dc,fb,ff,f7,7f,0,0,c1
2130705,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130705,0d9,0,1,8,78,fb,0,10,0,f0,7f,c8
2130706,0f3,0,1,8,be,0b,0,ff,f0,c0,ff,ff
2130706,100,0,1,8,aa,f5,7f,c0,5d,a3,87,70
2130706,15f,0,1,8,77,fb,0,7d,0,ee,0,7d
2130708,163,0,1,8,ff,ff,0,a5,ff,ff,ff,ff
2130708,173,0,1,8,e8,f6,0,0e,30,0,de,10
2130708,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130709,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2130709,258,0,1,2,44,44,0,0,0,0,0,0
2130709,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2130711,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2130711,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2130711,19f,0,1,6,ff,ff,f7,7f,ff,2f,0,0
2130711,301,0,1,7,ff,ff,ff,7f,ff,ff,cf,0
2130713,2bb,0,1,5,48,fa,0,0,f2,0,0,0
2130714,112,0,1,8,24,20,46,0f,2,73,75,62
2130715,100,0,1,8,4d,f6,7f,c0,5d,a3,87,70
2130716,0ef,0,1,8,4d,fb,0,7d,21,0,7d,ff
2130716,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2130716,1a1,0,1,5,e1,ca,0,0,8a,0,0,0
2130718,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f3,83
2130718,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2130718,108,0,1,8,df,7d,ff,2d,48,f3,ff,ff
2130719,3fd,0,1,5,0e,3,0,0,ff,0,0,0
2130719,7be,0,1,8,0c,41,0c,6c,0,0,0,0
2130719,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2130719,206,0,1,8,4b,26,42,ff,ff,ff,ff,ff
2130720,212,0,1,8,43,f4,f9,ff,ff,ff,ff,ff
2130720,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2130720,2f1,0,1,8,a2,0f,0,0,0,0,0,a0
2130720,32b,0,1,8,ff,ff,ff,ff,ff,ff,0,ff
2130721,1ee,0,1,2,0,fc,0,0,0,0,0,0
2130721,331,0,1,8,ff,ff,ff,ef,7f,fe,f7,ff
2130721,3.00E+09,0,1,8,8,52,21,21,4,0,0,5e
2130721,197,0,1,4,80,0e,0e,c0,0,0,0,0
2130723,2a7,0,1,5,a8,f2,fe,ff,14,0,0,0
2130724,112,0,1,8,24,20,46,0f,2,73,75,62
2130725,0a5,0,1,8,52,fc,ff,f7,7f,0,0,c1
2130725,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130725,0d9,0,1,8,f6,fc,0,10,0,f0,7f,c8
2130726,0f3,0,1,8,30,0c,0,ff,f0,c0,ff,ff
2130726,100,0,1,8,10,f7,7f,c0,5d,a3,87,70
2130726,15f,0,1,8,f9,fc,0,7d,0,ee,0,7d
2130726,2a1,0,1,5,0,58,2,0,f0,0,0,0
2130728,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130728,258,0,1,2,44,44,0,0,0,0,0,0
2130728,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2130729,201,0,1,8,ea,0b,ea,0b,ff,ff,ff,ff
2130731,199,0,1,6,ff,ff,df,7e,ff,bf,0,0
2130731,19a,0,1,6,ff,ff,8,7e,ff,3f,0,0
2130731,19f,0,1,6,ff,ff,fa,7f,ff,2f,0,0
2130734,112,0,1,8,24,20,46,0f,2,73,75,62
2130734,239,0,1,8,31,ef,3c,28,0,8d,ff,ff
2130735,100,0,1,8,4c,f8,7f,c0,5d,a3,87,70
2130736,0ef,0,1,8,c3,fc,0,7d,21,0,7d,ff
2130736,1a1,0,1,5,88,cc,0,0,8a,0,0,0
2130738,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2130740,5.00E+03,0,1,8,1,3,80,ff,ff,ff,ff,ff
2130740,5.00E+03,0,1,8,1,0,a1,ff,ff,ff,ff,ff
2130741,380,0,1,7,56,5a,37,39,34,34,34,0
2130744,112,0,1,8,24,20,46,0f,2,73,75,62
2130744,2f5,0,1,8,60,0f,33,20,22,0a,6,10
2130745,0a5,0,1,8,0f,fd,ff,f7,7f,0,0,c1
2130745,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130746,0d9,0,1,8,ab,fd,0,10,0,f0,7f,c8
2130746,0f3,0,1,8,6d,0d,0,ff,f0,c0,ff,ff
2130746,100,0,1,8,11,f9,7f,c0,5d,a3,87,70
2130746,15f,0,1,8,a4,fd,0,7d,0,ee,0,7d
2130746,2b0,0,1,6,31,3c,2,c5,ff,ff,0,0
2130748,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130748,258,0,1,2,44,44,0,0,0,0,0,0
2130748,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2130748,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2130751,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2130751,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2130751,19f,0,1,6,ff,ff,ea,7f,ff,2f,0,0
2130751,197,0,1,4,89,0,0e,c0,0,0,0,0
2130753,5.00E+03,0,1,8,1,2,3a,ff,ff,ff,ff,ff
2130754,23a,0,1,8,0,f7,0,3f,fc,f0,ff,ff
2130754,112,0,1,8,24,20,46,0f,2,73,75,62
2130754,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2130756,100,0,1,8,f6,fa,7f,c0,5d,a3,87,70
2130756,0ef,0,1,8,9e,fd,0,7d,21,0,7d,ff
2130757,1a1,0,1,5,af,ce,0,0,8a,0,0,0
2130758,206,0,1,8,16,27,42,ff,ff,ff,ff,ff
2130759,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2130764,112,0,1,8,24,20,46,0f,2,73,75,62
2130764,36f,0,1,5,bd,fa,fe,ff,14,0,0,0
2130765,12f,0,1,8,32,2c,86,1a,f1,35,30,0
2130765,0a5,0,1,8,e8,fe,ff,f7,7f,0,0,c1
2130765,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130766,0d9,0,1,8,4c,fe,0,10,0,f0,7f,c8
2130766,0f3,0,1,8,8a,0e,0,ff,f0,c0,ff,ff
2130766,100,0,1,8,ab,fb,7f,c0,5d,a3,87,70
2130766,15f,0,1,8,43,fe,0,7d,0,ee,0,7d
2130768,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130768,258,0,1,2,44,44,0,0,0,0,0,0
2130768,7be,0,1,8,0,c0,fa,1c,2,0,0,0
2130768,201,0,1,8,fa,0b,fa,0b,ff,ff,ff,ff
2130769,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2130771,199,0,1,6,ff,ff,fd,7e,ff,bf,0,0
2130771,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2130771,19f,0,1,6,ff,ff,ec,7f,ff,2f,0,0
2130774,112,0,1,8,24,20,46,0f,2,73,75,62
2130776,100,0,1,8,25,fc,7f,c0,5d,a3,87,70
2130776,0ef,0,1,8,79,fe,0,7d,21,0,7d,ff
2130777,1a1,0,1,5,c7,c1,0,0,8a,0,0,0
2130778,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2130779,201,0,1,8,fe,0b,fe,0b,ff,ff,ff,ff
2130780,0c0,0,1,2,fc,40,0,0,0,0,0,0
2130780,03c,0,1,8,ff,5f,0,0,0,0,ff,ff
2130780,349,0,1,5,fe,ff,f4,24,0,0,0,0
2130781,314,0,1,3,11,2,ff,0,0,0,0,0
2130781,197,0,1,4,6,1,0e,c0,0,0,0,0
2130783,3b4,0,1,8,0c,0d,4d,f4,ba,ff,2,0
2130784,112,0,1,8,24,20,46,0f,2,73,75,62
2130784,431,0,1,8,ca,ff,54,0,11,2c,f3,4b
2130785,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2130785,0a5,0,1,8,e9,f0,ff,f7,7f,0,0,c1
2130786,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130786,0d9,0,1,8,4d,f0,0,10,0,f0,7f,c8
2130786,0f3,0,1,8,8b,0,0,ff,f0,c0,ff,ff
2130786,100,0,1,8,78,fd,7f,c0,5d,a3,87,70
2130786,15f,0,1,8,42,f0,0,7d,0,ee,0,7d
2130788,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130788,258,0,1,2,44,44,0,0,0,0,0,0
2130788,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2130788,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2130789,350,0,1,6,f3,ff,ff,ff,ff,ff,0,0
2130791,199,0,1,6,ff,ff,fd,7e,ff,bf,0,0
2130791,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2130791,19f,0,1,6,ff,ff,3,80,ff,2f,0,0
2130794,112,0,1,8,24,20,46,0f,2,73,75,62
2130794,432,0,1,8,5c,f4,10,a6,c7,ff,0,ff
2130794,297,0,1,7,cc,e5,f0,e0,f2,92,ea,0
2130795,1.00E+01,0,1,6,0b,f2,0,ff,ff,ff,0,0
2130795,100,0,1,8,9f,fe,7f,c0,5d,a3,87,70
2130796,0ef,0,1,8,78,f0,0,7d,21,0,7d,ff
2130797,1a1,0,1,5,e0,c3,0,0,8a,0,0,0
2130798,206,0,1,8,4a,28,42,ff,ff,ff,ff,ff
2130799,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2130803,2f5,0,1,8,60,0f,33,20,21,0a,6,10
2130803,2a7,0,1,5,35,f3,fe,ff,14,0,0,0
2130803,19d,0,1,8,82,c8,91,6,ff,ff,ff,ff
2130803,2c5,0,1,7,b3,f4,0,20,6,70,c8,0
2130804,112,0,1,8,24,20,46,0f,2,73,75,62
2130805,0a5,0,1,8,b4,f1,ff,f7,7f,0,0,c1
2130805,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130805,0d9,0,1,8,10,f1,0,10,0,f0,7f,c8
2130806,0f3,0,1,8,d6,1,0,ff,f0,c0,ff,ff
2130806,100,0,1,8,9e,f0,7f,c0,5d,a3,87,70
2130806,15f,0,1,8,1f,f1,0,7d,0,ee,0,7d
2130808,163,0,1,8,ff,ff,0,a5,ff,ff,ff,ff
2130808,173,0,1,8,66,f1,0,0e,30,0,de,10
2130808,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130809,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2130809,258,0,1,2,44,44,0,0,0,0,0,0
2130811,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2130811,19a,0,1,6,ff,ff,12,7e,ff,3f,0,0
2130811,19f,0,1,6,ff,ff,0e,80,ff,2f,0,0
2130811,197,0,1,4,8a,2,0e,c0,0,0,0,0
2130813,2bb,0,1,5,20,f5,0,0,f2,0,0,0
2130814,112,0,1,8,24,20,46,0f,2,73,75,62
2130815,100,0,1,8,c3,f1,7f,c0,5d,a3,87,70
2130816,0ef,0,1,8,25,f1,0,7d,21,0,7d,ff
2130816,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2130817,1a1,0,1,5,89,c5,0,0,8a,0,0,0
2130818,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2130818,7be,0,1,8,5,0,0,0,0,0,0,e0
2130819,108,0,1,8,df,7d,ff,2d,48,f3,ff,ff
2130819,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f4,d0
2130819,3fd,0,1,5,fa,4,0,0,ff,0,0,0
2130819,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2130819,212,0,1,8,1e,f5,f9,ff,ff,ff,ff,ff
2130820,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2130820,2f1,0,1,8,a2,0f,0,0,0,0,0,a0
2130820,2a6,0,1,2,0,c4,0,0,0,0,0,0
2130824,112,0,1,8,24,20,46,0f,2,73,75,62
2130825,0a5,0,1,8,53,f2,ff,f7,7f,0,0,c1
2130825,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130825,0d9,0,1,8,f7,f2,0,10,0,f0,7f,c8
2130826,0f3,0,1,8,31,2,0,ff,f0,c0,ff,ff
2130826,100,0,1,8,24,f2,7f,c0,5d,a3,87,70
2130826,15f,0,1,8,f8,f2,0,7d,0,ee,0,7d
2130826,2a1,0,1,5,0,58,2,0,f0,0,0,0
2130828,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130828,258,0,1,2,44,44,0,0,0,0,0,0
2130828,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2130828,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2130829,201,0,1,8,12,0c,12,0c,ff,ff,ff,ff
2130831,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2130831,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2130831,19f,0,1,6,ff,ff,fe,7f,ff,2f,0,0
2130834,112,0,1,8,25,20,46,0f,2,73,75,62
2130836,100,0,1,8,79,f3,7f,c0,5d,a3,87,70
2130836,0ef,0,1,8,c2,f2,0,7d,21,0,7d,ff
2130836,1a1,0,1,5,ae,c7,0,0,8a,0,0,0
2130838,206,0,1,8,17,29,42,ff,ff,ff,ff,ff
2130839,0c3,0,1,8,f8,73,0,e0,0,7d,ff,ff
2130841,197,0,1,4,5,3,0e,c0,0,0,0,0
2130843,36e,0,1,5,72,fa,fe,ff,14,0,0,0
2130844,112,0,1,8,25,20,46,0f,2,73,75,62
2130844,2f5,0,1,8,60,0f,33,20,21,0a,6,10
2130845,0a5,0,1,8,0e,f3,ff,f7,7f,0,0,c1
2130845,0ac,0,1,2,0,f0,0,0,0,0,0,0
2130846,0d9,0,1,8,aa,f3,0,10,0,f0,7f,c8
2130846,0f3,0,1,8,6c,3,0,ff,f0,c0,ff,ff
2130846,100,0,1,8,f7,f4,7f,c0,5d,a3,87,70
2130846,15f,0,1,8,a5,f3,0,7d,0,ee,0,7d
2130846,2b0,0,1,6,31,3c,2,c5,ff,ff,0,0
2130848,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2130848,258,0,1,2,44,44,0,0,0,0,0,0
2130848,0c3,0,1,8,76,74,0,e0,0,7d,ff,ff
2130851,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
